race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,rank,agari,finish_type,margin,win_lose
2220240131020001,maebashi,2024-01-31,1,○5 ◎2 △4 注1 ×7 ▲3,"4-5  8,720円(24)","4-5-1  65,040円(121)",1,井上 雄三  埼,玉,40,88,A2,追,3.92,84.61,3,10.1,nan,３/４車輪,nan
2220240131020001,maebashi,2024-01-31,1,○5 ◎2 △4 注1 ×7 ▲3,"4-5  8,720円(24)","4-5-1  65,040円(121)",2,田原 大広,北海道,44,87,A2,両,3.92,83.83,7,10.5,nan,３車身,nan
2220240131020001,maebashi,2024-01-31,1,○5 ◎2 △4 注1 ×7 ▲3,"4-5  8,720円(24)","4-5-1  65,040円(121)",3,伊藤 太一  山,梨,41,91,A2,追,3.92,82.50,4,10.3,nan,１/２車身,nan
2220240131020001,maebashi,2024-01-31,1,○5 ◎2 △4 注1 ×7 ▲3,"4-5  8,720円(24)","4-5-1  65,040円(121)",4,石井 孝  千,葉,52,68,A2,追,3.92,81.64,1,10.0,差,nan,nan
2220240131020001,maebashi,2024-01-31,1,○5 ◎2 △4 注1 ×7 ▲3,"4-5  8,720円(24)","4-5-1  65,040円(121)",5,竹内 優也,北海道,43,89,A2,両,3.92,81.33,2,10.5,逃,１/２車輪,nan
2220240131020001,maebashi,2024-01-31,1,○5 ◎2 △4 注1 ×7 ▲3,"4-5  8,720円(24)","4-5-1  65,040円(121)",6,川村 昭弘  新,潟,49,81,A2,追,3.92,79.40,5,10.1,nan,３/４車輪,nan
2220240131020001,maebashi,2024-01-31,1,○5 ◎2 △4 注1 ×7 ▲3,"4-5  8,720円(24)","4-5-1  65,040円(121)",7,秋葉 大輔  東,京,41,90,A2,追,3.92,0.00,6,10.0,nan,１/８車輪,nan
2220240131020002,maebashi,2024-01-31,2,○6 ◎1 △3 注5 ×7 ▲2,"2-1  1,360円(4)","2-1-3  4,530円(11)",1,成田 直喜  青,森,48,81,A1,追,3.92,84.74,2,10.3,差,１/２車身,nan
2220240131020002,maebashi,2024-01-31,2,○6 ◎1 △3 注5 ×7 ▲2,"2-1  1,360円(4)","2-1-3  4,530円(11)",2,國廣 哲治  埼,玉,48,84,A1,追,3.92,84.13,1,10.2,捲,nan,nan
2220240131020002,maebashi,2024-01-31,2,○6 ◎1 △3 注5 ×7 ▲2,"2-1  1,360円(4)","2-1-3  4,530円(11)",3,榊枝 輝文  福,島,47,79,A2,追,3.93,81.73,3,10.1,nan,１/２車輪,nan
