race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,san_ren_fuku,wide,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,mark,mark_num,win_rate_4m,top2_rate_4m,top3_rate_4m,nige_4m,maku_4m,rank,agari,finish_type,margin,win_lose
4620260430020009,toyama,2026-04-30,9,△4 ×1 ▲7 注6 ◎2 ○5,,,,,5,中村 一将  兵,庫,49,86,A1,両,3.92,90.76,◎,6,17.6,41.1,52.9,3,2,,,,,
4620260430020009,toyama,2026-04-30,9,△4 ×1 ▲7 注6 ◎2 ○5,,,,,6,中西 勇  福,岡,34,125,A2,逃,3.93,82.23,▲,3,4.7,28.5,38.0,5,1,,,,,
4620260430020009,toyama,2026-04-30,9,△4 ×1 ▲7 注6 ◎2 ○5,,,,,7,田中 雅史  愛,知,49,79,A1,追,3.92,86.28,nan,0,19.0,23.8,47.6,0,3,,,,,
4620260430020010,toyama,2026-04-30,10,◎3 ×4 注6 ○5 △2 ▲1,,,,,1,石川 航大  宮,崎,26,123,A1,逃,3.92,88.19,△,4,23.8,33.3,52.3,2,4,,,,,
4620260430020010,toyama,2026-04-30,10,◎3 ×4 注6 ○5 △2 ▲1,,,,,2,今藤 康裕  岐,阜,40,99,A1,追,3.92,94.66,○,5,55.5,61.1,72.2,0,0,,,,,
4620260430020010,toyama,2026-04-30,10,◎3 ×4 注6 ○5 △2 ▲1,,,,,3,保田 浩輔  岡,山,26,123,A1,逃,3.93,92.71,◎,6,28.5,47.6,61.9,5,5,,,,,
4620260430020010,toyama,2026-04-30,10,◎3 ×4 注6 ○5 △2 ▲1,,,,,4,中石 昌芳  広,島,50,81,A1,追,3.92,86.55,×,1,0.0,33.3,44.4,0,0,,,,,
4620260430020010,toyama,2026-04-30,10,◎3 ×4 注6 ○5 △2 ▲1,,,,,5,下岡 優季  愛,知,36,105,A2,逃,3.92,84.92,注,2,11.1,29.6,48.1,6,0,,,,,
4620260430020010,toyama,2026-04-30,10,◎3 ×4 注6 ○5 △2 ▲1,,,,,6,吉田 彰久  香,川,52,80,A2,追,3.92,81.90,nan,0,0.0,9.5,33.3,0,0,,,,,
4620260430020010,toyama,2026-04-30,10,◎3 ×4 注6 ○5 △2 ▲1,,,,,7,中村 良二  福,岡,51,81,A1,追,3.92,91.17,▲,3,10.5,31.5,47.3,0,0,,,,,
4620260430020011,toyama,2026-04-30,11,◎3 ×5 △6 ○7 ▲1 注4,,,,,1,坂田 章  高,知,40,93,A1,追,3.92,92.90,○,5,23.8,47.6,71.4,0,0,,,,,
4620260430020011,toyama,2026-04-30,11,◎3 ×5 △6 ○7 ▲1 注4,,,,,2,堂村 知哉  福,井,43,88,A2,追,3.92,83.92,注,2,6.6,26.6,40.0,0,0,,,,,
4620260430020011,toyama,2026-04-30,11,◎3 ×5 △6 ○7 ▲1 注4,,,,,3,中川 聖大  福,岡,27,121,A1,逃,3.92,94.14,◎,6,28.5,66.6,80.9,4,8,,,,,
4620260430020011,toyama,2026-04-30,11,◎3 ×5 △6 ○7 ▲1 注4,,,,,4,藤田 真  兵,庫,45,89,A2,両,3.92,86.81,▲,3,27.2,36.3,50.0,2,2,,,,,
4620260430020011,toyama,2026-04-30,11,◎3 ×5 △6 ○7 ▲1 注4,,,,,5,山口 龍也  長,崎,31,111,A1,追,3.92,87.50,×,1,22.2,33.3,50.0,0,2,,,,,
4620260430020011,toyama,2026-04-30,11,◎3 ×5 △6 ○7 ▲1 注4,,,,,6,小川 大地  愛,知,35,98,A2,追,3.92,82.45,nan,0,12.5,29.1,33.3,0,0,,,,,
4620260430020011,toyama,2026-04-30,11,◎3 ×5 △6 ○7 ▲1 注4,,,,,7,中田 拓也  広,島,29,127,A2,逃,3.92,89.40,△,4,22.7,40.9,54.5,5,4,,,,,
5320260501010001,nara,2026-05-01,1,○7 ◎1 ×4 ▲2 注5 △3,,,,,1,春日 勇人  千,葉,50,82,A1,追,3.92,87.57,◎,6,5.0,25.0,50.0,0,0,,,,,
5320260501010001,nara,2026-05-01,1,○7 ◎1 ×4 ▲2 注5 △3,,,,,2,中川 貴史  三,重,49,79,A2,追,3.92,83.66,▲,3,16.6,20.8,29.1,0,1,,,,,
5320260501010001,nara,2026-05-01,1,○7 ◎1 ×4 ▲2 注5 △3,,,,,3,三宅 旬  岡,山,48,80,A2,追,3.93,81.57,△,4,9.5,14.2,33.3,0,0,,,,,
5320260501010001,nara,2026-05-01,1,○7 ◎1 ×4 ▲2 注5 △3,,,,,4,松山 桂輔  愛,知,42,88,A1,追,3.92,85.65,×,1,9.5,23.8,42.8,0,0,,,,,
5320260501010001,nara,2026-05-01,1,○7 ◎1 ×4 ▲2 注5 △3,,,,,5,吉岡 伸太郎  愛,媛,32,105,A2,逃,3.86,80.93,注,2,0.0,6.6,26.6,0,1,,,,,
5320260501010001,nara,2026-05-01,1,○7 ◎1 ×4 ▲2 注5 △3,,,,,6,竹内 真一  福,岡,44,89,A2,追,3.92,80.16,nan,0,0.0,8.3,29.1,0,0,,,,,
5320260501010001,nara,2026-05-01,1,○7 ◎1 ×4 ▲2 注5 △3,,,,,7,橋谷 成海  埼,玉,25,125,A2,逃,3.85,84.37,○,5,25.0,37.5,37.5,5,1,,,,,
5320260501010002,nara,2026-05-01,2,△5 ◎7 ○1 ×2 ▲4 注6,,,,,1,坂上 樹大  石,川,48,80,A1,追,3.92,89.04,○,5,19.0,28.5,57.1,0,1,,,,,
5320260501010002,nara,2026-05-01,2,△5 ◎7 ○1 ×2 ▲4 注6,,,,,2,佐藤 譲士郎  埼,玉,26,123,A1,逃,3.85,82.71,×,1,14.2,28.5,42.8,3,2,,,,,
5320260501010002,nara,2026-05-01,2,△5 ◎7 ○1 ×2 ▲4 注6,,,,,3,杉山 剛  福,岡,48,86,A2,両,3.92,81.77,注,2,0.0,18.1,40.9,0,2,,,,,
5320260501010002,nara,2026-05-01,2,△5 ◎7 ○1 ×2 ▲4 注6,,,,,4,渡邊 恭典  栃,木,52,75,A2,追,3.92,80.70,▲,3,0.0,8.3,25.0,0,0,,,,,
5320260501010002,nara,2026-05-01,2,△5 ◎7 ○1 ×2 ▲4 注6,,,,,5,藤井 準也  岐,阜,32,105,A1,両,3.92,85.04,△,4,21.7,39.1,52.1,0,3,,,,,
5320260501010002,nara,2026-05-01,2,△5 ◎7 ○1 ×2 ▲4 注6,,,,,6,久保 光司  佐,賀,29,119,A2,逃,3.92,79.70,nan,0,12.5,16.6,25.0,3,1,,,,,
5320260501010002,nara,2026-05-01,2,△5 ◎7 ○1 ×2 ▲4 注6,,,,,7,山口 智弘  愛,知,36,99,A1,追,3.93,89.61,◎,6,28.5,38.0,57.1,0,0,,,,,
5320260501010003,nara,2026-05-01,3,×4 注3 ○6 ◎5 △1 ▲7,,,,,1,志水 祐彦  大,阪,41,94,A1,追,3.92,85.39,◎,6,17.3,34.7,34.7,0,0,,,,,
5320260501010003,nara,2026-05-01,3,×4 注3 ○6 ◎5 △1 ▲7,,,,,2,岡崎 昭次  愛,媛,54,67,A2,追,3.85,80.05,▲,3,0.0,5.5,22.2,0,0,,,,,
5320260501010003,nara,2026-05-01,3,×4 注3 ○6 ◎5 △1 ▲7,,,,,3,宮倉 勇  千,葉,61,58,A2,追,3.93,85.06,注,2,0.0,0.0,29.4,0,0,,,,,
5320260501010003,nara,2026-05-01,3,×4 注3 ○6 ◎5 △1 ▲7,,,,,4,菅田 謙仁  宮,城,33,109,A2,両,3.92,81.26,×,1,10.0,20.0,35.0,1,0,,,,,
5320260501010003,nara,2026-05-01,3,×4 注3 ○6 ◎5 △1 ▲7,,,,,5,岸川 哲也  大,阪,40,105,A2,両,3.92,86.26,○,5,39.1,47.8,56.5,6,3,,,,,
5320260501010003,nara,2026-05-01,3,×4 注3 ○6 ◎5 △1 ▲7,,,,,6,鈴木 宏章  栃,木,50,80,A2,追,3.93,77.95,nan,0,0.0,0.0,0.0,0,0,,,,,
5320260501010003,nara,2026-05-01,3,×4 注3 ○6 ◎5 △1 ▲7,,,,,7,北川 紋部  福,井,51,78,A2,追,3.92,83.04,△,4,9.5,14.2,38.0,0,0,,,,,
5320260501010004,nara,2026-05-01,4,○1 ◎3 △7 注5 ×2 ▲4,,,,,1,長松 大祐  大,分,28,121,A1,逃,3.92,85.57,○,5,9.5,23.8,47.6,3,2,,,,,
5320260501010004,nara,2026-05-01,4,○1 ◎3 △7 注5 ×2 ▲4,,,,,2,松澤 敬輔,北海道,38,97,A2,両,3.92,87.00,×,1,27.7,44.4,44.4,1,0,,,,,
5320260501010004,nara,2026-05-01,4,○1 ◎3 △7 注5 ×2 ▲4,,,,,3,西田 大志  福,岡,35,98,A1,追,3.92,88.20,◎,6,19.0,38.0,52.3,0,0,,,,,
5320260501010004,nara,2026-05-01,4,○1 ◎3 △7 注5 ×2 ▲4,,,,,4,大西 健士,神奈川,45,88,A2,追,3.93,84.29,▲,3,0.0,16.6,41.6,0,0,,,,,
5320260501010004,nara,2026-05-01,4,○1 ◎3 △7 注5 ×2 ▲4,,,,,5,竹山 慶太  宮,城,33,105,A1,逃,3.92,83.08,注,2,16.6,25.0,50.0,1,2,,,,,
5320260501010004,nara,2026-05-01,4,○1 ◎3 △7 注5 ×2 ▲4,,,,,6,柴田 祐也  岐,阜,42,94,A2,追,3.92,79.52,nan,0,9.5,14.2,23.8,0,0,,,,,
5320260501010004,nara,2026-05-01,4,○1 ◎3 △7 注5 ×2 ▲4,,,,,7,中園 朋亨  福,岡,39,93,A2,追,3.92,80.31,△,4,0.0,5.2,21.0,0,0,,,,,
5320260501010005,nara,2026-05-01,5,注6 △1 ◎5 ○2 ×7 ▲3,,,,,1,前反 祐一郎  広,島,52,81,A1,追,3.92,92.33,△,4,19.0,47.6,66.6,0,0,,,,,
5320260501010005,nara,2026-05-01,5,注6 △1 ◎5 ○2 ×7 ▲3,,,,,2,下井 竜  三,重,31,117,A1,逃,3.92,93.66,◎,6,16.6,50.0,83.3,2,4,,,,,
5320260501010005,nara,2026-05-01,5,注6 △1 ◎5 ○2 ×7 ▲3,,,,,3,上川 直紀  栃,木,29,117,A1,両,3.92,92.00,×,1,33.3,54.1,75.0,2,9,,,,,
5320260501010005,nara,2026-05-01,5,注6 △1 ◎5 ○2 ×7 ▲3,,,,,4,吉田 勇人  埼,玉,47,86,A1,追,3.92,92.00,▲,3,10.5,42.1,63.1,0,0,,,,,
5320260501010005,nara,2026-05-01,5,注6 △1 ◎5 ○2 ×7 ▲3,,,,,5,藤原 浩  高,知,46,87,A1,追,3.92,90.53,nan,0,13.3,40.0,53.3,0,0,,,,,
5320260501010005,nara,2026-05-01,5,注6 △1 ◎5 ○2 ×7 ▲3,,,,,6,高井 流星  岡,山,31,113,A1,逃,3.92,90.08,注,2,20.8,62.5,79.1,9,5,,,,,
5320260501010005,nara,2026-05-01,5,注6 △1 ◎5 ○2 ×7 ▲3,,,,,7,佐藤 成人  奈,良,52,71,A1,追,3.92,91.19,○,5,9.5,28.5,42.8,0,0,,,,,
5320260501010006,nara,2026-05-01,6,×1 ▲7 ○2 注5 ◎4 △3,,,,,1,高田 修汰  福,井,26,115,S2,逃,3.92,95.50,×,1,5.5,11.1,16.6,2,0,,,,,
5320260501010006,nara,2026-05-01,6,×1 ▲7 ○2 注5 ◎4 △3,,,,,2,牧田 悠生  新,潟,26,123,S2,逃,3.92,98.43,○,5,13.0,21.7,34.7,2,2,,,,,
5320260501010006,nara,2026-05-01,6,×1 ▲7 ○2 注5 ◎4 △3,,,,,3,堀内 俊介,神奈川,36,107,S2,両,3.93,100.92,◎,6,15.3,26.9,53.8,2,3,,,,,
5320260501010006,nara,2026-05-01,6,×1 ▲7 ○2 注5 ◎4 △3,,,,,4,小玉 拓真  岡,山,36,98,S2,両,3.92,94.00,nan,0,0.0,10.0,20.0,0,0,,,,,
5320260501010006,nara,2026-05-01,6,×1 ▲7 ○2 注5 ◎4 △3,,,,,5,松永 将  茨,城,45,89,S2,追,3.92,100.26,注,2,3.7,7.4,29.6,0,0,,,,,
5320260501010006,nara,2026-05-01,6,×1 ▲7 ○2 注5 ◎4 △3,,,,,6,須藤 悟  千,葉,36,99,S2,追,3.92,93.38,△,4,0.0,3.8,11.5,0,0,,,,,
5320260501010006,nara,2026-05-01,6,×1 ▲7 ○2 注5 ◎4 △3,,,,,7,鷲田 幸司  福,井,40,92,S2,追,3.93,98.39,▲,3,8.6,21.7,34.7,0,0,,,,,
5320260501010007,nara,2026-05-01,7,×2 △4 ◎5 ○1 注6 ▲3,,,,,1,戸田 洋平  岡,山,43,92,S2,追,3.92,98.22,○,5,0.0,13.6,40.9,0,0,,,,,
5320260501010007,nara,2026-05-01,7,×2 △4 ◎5 ○1 注6 ▲3,,,,,2,川越 勇星,神奈川,29,111,S2,両,3.92,100.08,×,1,12.5,20.8,45.8,4,1,,,,,
5320260501010007,nara,2026-05-01,7,×2 △4 ◎5 ○1 注6 ▲3,,,,,3,疋田 力也  愛,知,25,119,S2,両,3.92,95.12,注,2,3.0,6.0,12.1,1,0,,,,,
5320260501010007,nara,2026-05-01,7,×2 △4 ◎5 ○1 注6 ▲3,,,,,4,近藤 隆司  千,葉,42,90,S2,両,3.92,97.46,△,4,23.0,26.9,42.3,1,3,,,,,
5320260501010007,nara,2026-05-01,7,×2 △4 ◎5 ○1 注6 ▲3,,,,,5,青木 瑞樹  岡,山,26,123,S2,逃,3.92,100.73,◎,6,13.0,34.7,39.1,6,2,,,,,
5320260501010007,nara,2026-05-01,7,×2 △4 ◎5 ○1 注6 ▲3,,,,,6,吉川 嘉斗  徳,島,33,105,S2,追,3.93,93.38,nan,0,0.0,7.6,11.5,0,0,,,,,
5320260501010007,nara,2026-05-01,7,×2 △4 ◎5 ○1 注6 ▲3,,,,,7,北野 武史  石,川,53,78,S2,追,3.93,97.13,▲,3,0.0,18.1,27.2,0,0,,,,,
5320260501010008,nara,2026-05-01,8,◎1 ○5 ▲4 注2 ×6 △7,,,,,1,川口 聖二  岐,阜,32,103,S2,両,3.92,101.05,◎,6,20.0,30.0,45.0,2,2,,,,,
5320260501010008,nara,2026-05-01,8,◎1 ○5 ▲4 注2 ×6 △7,,,,,2,村上 竜馬  広,島,30,115,S2,逃,3.92,97.05,注,2,5.0,10.0,25.0,0,1,,,,,
5320260501010008,nara,2026-05-01,8,◎1 ○5 ▲4 注2 ×6 △7,,,,,3,志村 龍己  山,梨,39,98,S2,追,3.92,99.61,△,4,7.6,23.0,42.3,0,0,,,,,
5320260501010008,nara,2026-05-01,8,◎1 ○5 ▲4 注2 ×6 △7,,,,,4,舘 泰守  愛,知,50,80,S2,追,3.92,96.45,▲,3,4.7,19.0,23.8,0,0,,,,,
5320260501010008,nara,2026-05-01,8,◎1 ○5 ▲4 注2 ×6 △7,,,,,5,吉田 敏洋  愛,知,46,85,S2,両,3.92,101.79,○,5,20.8,33.3,50.0,0,0,,,,,
5320260501010008,nara,2026-05-01,8,◎1 ○5 ▲4 注2 ×6 △7,,,,,6,和田 誠寿  広,島,35,103,S2,追,3.92,92.60,nan,0,0.0,4.3,13.0,0,0,,,,,
5320260501010008,nara,2026-05-01,8,◎1 ○5 ▲4 注2 ×6 △7,,,,,7,藤田 周磨  埼,玉,28,117,S2,逃,3.92,96.79,×,1,4.1,12.5,33.3,1,0,,,,,
5320260501010009,nara,2026-05-01,9,◎7 ○1 ▲4 ×2 注5 △6,,,,,1,清水 一幸  大,阪,39,109,S2,追,3.92,101.24,○,5,26.9,30.7,46.1,0,0,,,,,
5320260501010009,nara,2026-05-01,9,◎7 ○1 ▲4 ×2 注5 △6,,,,,2,染谷 幸喜  千,葉,37,111,S2,逃,3.92,99.52,×,1,13.0,30.4,39.1,3,3,,,,,
5320260501010009,nara,2026-05-01,9,◎7 ○1 ▲4 ×2 注5 △6,,,,,3,照井 拓成  岩,手,30,115,S2,逃,3.92,98.00,△,4,3.8,19.2,30.7,0,2,,,,,
5320260501010009,nara,2026-05-01,9,◎7 ○1 ▲4 ×2 注5 △6,,,,,4,飯田 裕次  福,岡,40,97,S2,追,3.92,93.47,▲,3,0.0,0.0,10.5,0,0,,,,,
5320260501010009,nara,2026-05-01,9,◎7 ○1 ▲4 ×2 注5 △6,,,,,5,武藤 篤弘  埼,玉,41,95,S2,追,3.92,96.76,注,2,0.0,19.2,34.6,0,0,,,,,
5320260501010009,nara,2026-05-01,9,◎7 ○1 ▲4 ×2 注5 △6,,,,,6,上遠野 拓馬  宮,城,32,119,S2,逃,3.92,92.40,nan,0,0.0,5.0,15.0,0,1,,,,,
5320260501010009,nara,2026-05-01,9,◎7 ○1 ▲4 ×2 注5 △6,,,,,7,貴志 修己,和歌山,30,117,S2,逃,3.92,101.52,◎,6,8.6,39.1,47.8,5,4,,,,,
5320260501010010,nara,2026-05-01,10,△1 ×4 ▲5 ◎7 ○2 注6,,,,,1,橋本 宇宙  佐,賀,26,123,S2,逃,3.92,96.54,△,4,4.1,25.0,37.5,5,1,,,,,
5320260501010010,nara,2026-05-01,10,△1 ×4 ▲5 ◎7 ○2 注6,,,,,2,佐藤 雅春  宮,城,38,94,S2,追,3.92,99.24,○,5,7.6,19.2,26.9,0,0,,,,,
5320260501010010,nara,2026-05-01,10,△1 ×4 ▲5 ◎7 ○2 注6,,,,,3,西岡 正一,和歌山,49,84,S2,追,3.92,98.26,注,2,5.2,15.7,21.0,0,0,,,,,
5320260501010010,nara,2026-05-01,10,△1 ×4 ▲5 ◎7 ○2 注6,,,,,4,宮崎 大空  熊,本,27,115,S2,両,3.92,100.54,×,1,4.1,16.6,37.5,0,0,,,,,
5320260501010010,nara,2026-05-01,10,△1 ×4 ▲5 ◎7 ○2 注6,,,,,5,吉田 智哉  愛,媛,28,111,S2,逃,3.92,94.10,▲,3,0.0,5.0,20.0,0,0,,,,,
5320260501010010,nara,2026-05-01,10,△1 ×4 ▲5 ◎7 ○2 注6,,,,,6,内藤 久文  愛,知,34,117,S2,逃,3.92,93.09,nan,0,0.0,0.0,9.0,0,0,,,,,
5320260501010010,nara,2026-05-01,10,△1 ×4 ▲5 ◎7 ○2 注6,,,,,7,板垣 昴,北海道,33,115,S2,逃,3.92,104.34,◎,6,17.3,34.7,56.5,2,5,,,,,
5320260501010011,nara,2026-05-01,11,▲6 ×2 注5 △3 ◎1 ○4,,,,,1,房州 輝也  福,島,39,91,S2,両,3.93,95.38,△,4,3.2,12.9,22.5,0,0,,,,,
5320260501010011,nara,2026-05-01,11,▲6 ×2 注5 △3 ◎1 ○4,,,,,2,上吹越 直樹,鹿児島,44,86,S2,両,3.92,97.75,▲,3,0.0,12.0,24.0,0,1,,,,,
5320260501010011,nara,2026-05-01,11,▲6 ×2 注5 △3 ◎1 ○4,,,,,3,中川 貴徳  栃,木,42,91,S2,追,3.92,100.22,注,2,18.1,36.3,45.4,0,1,,,,,
5320260501010011,nara,2026-05-01,11,▲6 ×2 注5 △3 ◎1 ○4,,,,,4,北井 佑季,神奈川,36,119,S2,逃,3.92,102.09,◎,6,81.8,90.9,95.4,10,9,,,,,
5320260501010011,nara,2026-05-01,11,▲6 ×2 注5 △3 ◎1 ○4,,,,,5,伊藤 慶太郎  埼,玉,32,107,S2,逃,3.92,97.79,×,1,12.5,29.1,29.1,3,0,,,,,
5320260501010011,nara,2026-05-01,11,▲6 ×2 注5 △3 ◎1 ○4,,,,,6,堀川 敬太郎  福,岡,24,123,S2,逃,3.92,93.53,nan,0,3.3,6.6,23.3,0,0,,,,,
5320260501010011,nara,2026-05-01,11,▲6 ×2 注5 △3 ◎1 ○4,,,,,7,望月 永悟  静,岡,49,77,S2,追,3.92,98.42,○,5,10.0,20.0,25.0,0,0,,,,,
5320260501010012,nara,2026-05-01,12,◎1 ○6 ▲4 △2 注3 ×5,,,,,1,木村 皆斗  茨,城,24,119,S1,逃,3.92,108.67,◎,6,55.1,62.0,68.9,12,3,,,,,
5320260501010012,nara,2026-05-01,12,◎1 ○6 ▲4 △2 注3 ×5,,,,,2,中井 俊亮  奈,良,33,103,S1,両,3.92,94.50,nan,0,6.6,6.6,13.3,0,0,,,,,
5320260501010012,nara,2026-05-01,12,◎1 ○6 ▲4 △2 注3 ×5,,,,,3,林 慶次郎  福,岡,28,111,S1,逃,3.92,101.71,△,4,14.2,23.8,38.0,2,3,,,,,
5320260501010012,nara,2026-05-01,12,◎1 ○6 ▲4 △2 注3 ×5,,,,,4,朝倉 佳弘  東,京,45,90,S1,追,3.93,99.18,▲,3,13.0,26.0,39.1,0,0,,,,,
5320260501010012,nara,2026-05-01,12,◎1 ○6 ▲4 △2 注3 ×5,,,,,5,徳永 哲人  熊,本,43,100,S1,両,3.92,100.39,注,2,16.6,25.0,33.3,1,2,,,,,
5320260501010012,nara,2026-05-01,12,◎1 ○6 ▲4 △2 注3 ×5,,,,,6,河村 雅章  東,京,43,92,S2,追,3.92,105.52,○,5,17.3,34.7,60.8,0,0,,,,,
5320260501010012,nara,2026-05-01,12,◎1 ○6 ▲4 △2 注3 ×5,,,,,7,太田 竜馬  徳,島,30,109,S1,逃,3.92,104.61,×,1,5.5,38.8,55.5,1,6,,,,,
6320260501010001,hofu,2026-05-01,1,◎1 ○7 ×5 注3 △4 ▲2,"1-4  1,590円(6)","1-4-7  4,010円(14)",1=4=7  700円(4),1=4  290円(5)  1=7  100円(1)  4=7  430円(8) / 1=4  290円(5)  1=7  100円(1)  4=7  430円(8),1,高橋 幸司  沖,縄,37,99,A2,逃,3.92,90.52,◎,6,33.3,52.3,66.6,7,3,1,10.0,差,nan,nan
6320260501010001,hofu,2026-05-01,1,◎1 ○7 ×5 注3 △4 ▲2,"1-4  1,590円(6)","1-4-7  4,010円(14)",1=4=7  700円(4),1=4  290円(5)  1=7  100円(1)  4=7  430円(8) / 1=4  290円(5)  1=7  100円(1)  4=7  430円(8),2,山崎 晃  石,川,40,95,A2,両,3.92,80.33,△,4,9.5,19.0,28.5,3,0,4,10.4,nan,１/４車輪,nan
6320260501010001,hofu,2026-05-01,1,◎1 ○7 ×5 注3 △4 ▲2,"1-4  1,590円(6)","1-4-7  4,010円(14)",1=4=7  700円(4),1=4  290円(5)  1=7  100円(1)  4=7  430円(8) / 1=4  290円(5)  1=7  100円(1)  4=7  430円(8),3,松下 綾馬  岡,山,29,121,A1,逃,3.92,83.54,×,1,16.6,33.3,33.3,2,6,7,10.4,nan,１/４車輪,nan
6320260501010001,hofu,2026-05-01,1,◎1 ○7 ×5 注3 △4 ▲2,"1-4  1,590円(6)","1-4-7  4,010円(14)",1=4=7  700円(4),1=4  290円(5)  1=7  100円(1)  4=7  430円(8) / 1=4  290円(5)  1=7  100円(1)  4=7  430円(8),4,高比良 豪  福,岡,46,84,A1,追,3.92,82.57,注,2,5.2,21.0,26.3,0,1,2,10.1,捲,１車身,nan
6320260501010001,hofu,2026-05-01,1,◎1 ○7 ×5 注3 △4 ▲2,"1-4  1,590円(6)","1-4-7  4,010円(14)",1=4=7  700円(4),1=4  290円(5)  1=7  100円(1)  4=7  430円(8) / 1=4  290円(5)  1=7  100円(1)  4=7  430円(8),5,船倉 卓郎  長,崎,41,99,A2,追,3.92,79.66,nan,0,0.0,5.5,5.5,0,1,5,10.0,nan,１車身,nan
6320260501010001,hofu,2026-05-01,1,◎1 ○7 ×5 注3 △4 ▲2,"1-4  1,590円(6)","1-4-7  4,010円(14)",1=4=7  700円(4),1=4  290円(5)  1=7  100円(1)  4=7  430円(8) / 1=4  290円(5)  1=7  100円(1)  4=7  430円(8),6,佐野 洋継  京,都,38,97,A2,両,3.92,79.52,▲,3,4.7,4.7,19.0,0,0,6,10.5,nan,１/２車輪,nan
6320260501010001,hofu,2026-05-01,1,◎1 ○7 ×5 注3 △4 ▲2,"1-4  1,590円(6)","1-4-7  4,010円(14)",1=4=7  700円(4),1=4  290円(5)  1=7  100円(1)  4=7  430円(8) / 1=4  290円(5)  1=7  100円(1)  4=7  430円(8),7,安東 英博  大,分,45,87,A1,追,3.92,85.04,○,5,0.0,8.3,33.3,0,0,3,10.0,nan,１/４車輪,nan
6320260501010002,hofu,2026-05-01,2,◎4 ○1 △7 注5 ×2 ▲3,4-1  220円(1),"4-1-2  1,660円(4)",1=2=4  970円(4),1=2  520円(8)  1=4  100円(1)  2=4  540円(10) / 1=2  520円(8)  1=4  100円(1)  2=4  540円(10),1,山本 隼人  大,阪,28,111,A1,追,3.92,86.25,○,5,8.3,8.3,16.6,0,0,2,9.6,ク,３/４車身,nan
6320260501010002,hofu,2026-05-01,2,◎4 ○1 △7 注5 ×2 ▲3,4-1  220円(1),"4-1-2  1,660円(4)",1=2=4  970円(4),1=2  520円(8)  1=4  100円(1)  2=4  540円(10) / 1=2  520円(8)  1=4  100円(1)  2=4  540円(10),2,仲松 勝太  沖,縄,48,96,A2,追,3.92,81.94,注,2,0.0,11.1,44.4,0,0,3,10.1,nan,５車身,nan
6320260501010002,hofu,2026-05-01,2,◎4 ○1 △7 注5 ×2 ▲3,4-1  220円(1),"4-1-2  1,660円(4)",1=2=4  970円(4),1=2  520円(8)  1=4  100円(1)  2=4  540円(10) / 1=2  520円(8)  1=4  100円(1)  2=4  540円(10),3,天野 純平  佐,賀,27,115,A2,逃,3.92,83.45,×,1,30.0,40.0,45.0,4,2,4,10.0,nan,３/４車輪,nan
6320260501010002,hofu,2026-05-01,2,◎4 ○1 △7 注5 ×2 ▲3,4-1  220円(1),"4-1-2  1,660円(4)",1=2=4  970円(4),1=2  520円(8)  1=4  100円(1)  2=4  540円(10) / 1=2  520円(8)  1=4  100円(1)  2=4  540円(10),4,石田 拓真  愛,知,24,119,A1,逃,3.92,89.66,◎,6,22.2,27.7,44.4,4,1,1,9.7,捲,nan,nan
6320260501010002,hofu,2026-05-01,2,◎4 ○1 △7 注5 ×2 ▲3,4-1  220円(1),"4-1-2  1,660円(4)",1=2=4  970円(4),1=2  520円(8)  1=4  100円(1)  2=4  540円(10) / 1=2  520円(8)  1=4  100円(1)  2=4  540円(10),5,松本 昂大  長,崎,21,125,A2,逃,3.92,81.86,△,4,26.6,33.3,40.0,5,0,5,10.3,nan,１/２車身,nan
6320260501010002,hofu,2026-05-01,2,◎4 ○1 △7 注5 ×2 ▲3,4-1  220円(1),"4-1-2  1,660円(4)",1=2=4  970円(4),1=2  520円(8)  1=4  100円(1)  2=4  540円(10) / 1=2  520円(8)  1=4  100円(1)  2=4  540円(10),6,山崎 翼  大,分,37,95,A2,逃,3.92,78.00,▲,3,16.6,16.6,16.6,0,1,6,9.8,nan,１車身,nan
6320260501010002,hofu,2026-05-01,2,◎4 ○1 △7 注5 ×2 ▲3,4-1  220円(1),"4-1-2  1,660円(4)",1=2=4  970円(4),1=2  520円(8)  1=4  100円(1)  2=4  540円(10) / 1=2  520円(8)  1=4  100円(1)  2=4  540円(10),7,金田 健一郎  大,阪,59,60,A2,追,3.92,79.42,nan,0,0.0,4.7,19.0,0,0,7,10.1,nan,１車身１/２,nan
6320260501010003,hofu,2026-05-01,3,◎1 ○6 △4 ×2 注5 ▲3,"4-2  7,490円(14)","4-2-5  20,060円(40)","2=4=5  6,020円(15)","2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18) / 2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18)",1,細中 翔太  岡,山,26,125,A2,逃,3.92,92.00,◎,6,52.3,66.6,76.1,11,1,4,10.4,nan,１車身１/２,nan
