race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,rank,agari,finish_type,margin,win_lose
2520230531020001,omiya,2023-05-31,1,×4 注1 ◎2 ○5 △3 ▲6,"1-4  1,370円(8)","1-4-2  3,190円(12)",1,峠 祐介  埼,玉,47,78,A2,追,3.92,81.75,1,14.7,差,nan,番手有利に
2520230531020001,omiya,2023-05-31,1,×4 注1 ◎2 ○5 △3 ▲6,"1-4  1,370円(8)","1-4-2  3,190円(12)",2,窪田 陽介  滋,賀,38,90,A1,追,3.92,85.27,3,14.4,nan,１/２車身,中団併走で
2520230531020001,omiya,2023-05-31,1,×4 注1 ◎2 ○5 △3 ▲6,"1-4  1,370円(8)","1-4-2  3,190円(12)",3,大森 光明,北海道,24,117,A2,逃,3.92,82.16,5,14.7,nan,３/４車身,好位も全然
2520230531020001,omiya,2023-05-31,1,×4 注1 ◎2 ○5 △3 ▲6,"1-4  1,370円(8)","1-4-2  3,190円(12)",4,横田 政直  群,馬,36,103,A2,逃,3.92,82.47,2,14.9,逃,１/２車輪,ペース駆け
2520230531020001,omiya,2023-05-31,1,×4 注1 ◎2 ○5 △3 ▲6,"1-4  1,370円(8)","1-4-2  3,190円(12)",5,川西 亮介,和歌山,46,86,A2,追,3.93,81.28,4,14.4,nan,３/４車身,窪田に続き
2520230531020001,omiya,2023-05-31,1,×4 注1 ◎2 ○5 △3 ▲6,"1-4  1,370円(8)","1-4-2  3,190円(12)",6,佐藤 純嘉  青,森,40,94,A2,追,3.92,78.03,6,15.8,nan,大差,絡まれ一杯
2520230531020002,omiya,2023-05-31,2,注4 ×2 ▲1 ○6 ◎5 △3,3-5  390円(1),3-5-7  560円(1),1,林 洋二  岐,阜,47,82,A2,追,3.92,82.00,6,14.6,nan,４車身,ライン共倒
2520230531020002,omiya,2023-05-31,2,注4 ×2 ▲1 ○6 ◎5 △3,3-5  390円(1),3-5-7  560円(1),2,高峰 賢治  山,梨,52,73,A2,追,3.92,81.87,5,14.3,nan,３/４車輪,吉松と共倒
2520230531020002,omiya,2023-05-31,2,注4 ×2 ▲1 ○6 ◎5 △3,3-5  390円(1),3-5-7  560円(1),3,梅原 大治  静,岡,46,81,A1,追,3.93,85.77,1,14.7,差,nan,番手有利に
2520230531020002,omiya,2023-05-31,2,注4 ×2 ▲1 ○6 ◎5 △3,3-5  390円(1),3-5-7  560円(1),4,吉松 賢二  群,馬,37,90,A2,追,3.93,80.89,4,14.4,nan,１車身,押さえ半端
2520230531020002,omiya,2023-05-31,2,注4 ×2 ▲1 ○6 ◎5 △3,3-5  390円(1),3-5-7  560円(1),5,齊藤 健人  静,岡,36,92,A1,両,3.92,84.08,2,14.9,逃,３/４車輪,突張り独占
2520230531020002,omiya,2023-05-31,2,注4 ×2 ▲1 ○6 ◎5 △3,3-5  390円(1),3-5-7  560円(1),6,橋本 大祐  岐,阜,46,80,A2,追,3.92,77.66,7,15.7,nan,大差,ライン共倒
2520230531020002,omiya,2023-05-31,2,注4 ×2 ▲1 ○6 ◎5 △3,3-5  390円(1),3-5-7  560円(1),7,法月 成祐,神奈川,49,77,A1,追,3.92,84.54,3,14.6,nan,１/４車輪,前ワンツー
2520230531020003,omiya,2023-05-31,3,注4 ×1 ▲6 △2 ◎7 ○5,5-3  590円(1),"5-3-1  2,720円(3)",1,山崎 輝夫  埼,玉,32,99,A1,両,3.92,87.75,3,14.2,nan,４車身,直線伸びて
2520230531020003,omiya,2023-05-31,3,注4 ×1 ▲6 △2 ◎7 ○5,5-3  590円(1),"5-3-1  2,720円(3)",2,藤野 一良  大,阪,46,77,A2,両,3.92,88.25,7,14.2,nan,１車身,藤岡と共倒
2520230531020003,omiya,2023-05-31,3,注4 ×1 ▲6 △2 ◎7 ○5,5-3  590円(1),"5-3-1  2,720円(3)",3,大島 将人  福,島,34,94,A1,追,3.92,87.55,2,13.8,ク,３/４車身,捲りを巧追
2520230531020003,omiya,2023-05-31,3,注4 ×1 ▲6 △2 ◎7 ○5,5-3  590円(1),"5-3-1  2,720円(3)",4,荒木 貴大  埼,玉,29,115,A1,逃,3.92,86.28,4,14.3,nan,１/２車身,流し捲られ
