race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,san_ren_fuku,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,rank,agari,finish_type,margin,win_lose
4420220227030001,ogaki,2022-02-27,1,○6 ◎1 注4 △2 ×3 ▲5,"3-4  4,030円(18)","3-4-6  19,250円(79)","3=4=6  2,030円(12)",1,大川 栄二,和歌山,48,70,A3,追,3.86,84.16,4,12.7,nan,１/２車輪,nan
4420220227030001,ogaki,2022-02-27,1,○6 ◎1 注4 △2 ×3 ▲5,"3-4  4,030円(18)","3-4-6  19,250円(79)","3=4=6  2,030円(12)",2,乙川 高徳  東,京,51,65,A3,追,3.93,75.25,6,12.1,nan,１車輪,nan
4420220227030001,ogaki,2022-02-27,1,○6 ◎1 注4 △2 ×3 ▲5,"3-4  4,030円(18)","3-4-6  19,250円(79)","3=4=6  2,030円(12)",3,花村 直人  三,重,52,71,A3,両,3.92,68.93,1,12.5,差,nan,nan
4420220227030001,ogaki,2022-02-27,1,○6 ◎1 注4 △2 ×3 ▲5,"3-4  4,030円(18)","3-4-6  19,250円(79)","3=4=6  2,030円(12)",4,真船 拓磨  福,島,36,96,A3,逃,3.92,68.00,2,12.1,差,１/２車身,nan
4420220227030001,ogaki,2022-02-27,1,○6 ◎1 注4 △2 ×3 ▲5,"3-4  4,030円(18)","3-4-6  19,250円(79)","3=4=6  2,030円(12)",5,吉田 将成  岐,阜,38,92,A3,追,3.92,67.95,5,12.4,nan,１/２車身,nan
4420220227030001,ogaki,2022-02-27,1,○6 ◎1 注4 △2 ×3 ▲5,"3-4  4,030円(18)","3-4-6  19,250円(79)","3=4=6  2,030円(12)",6,千原 洋晋,和歌山,45,78,A3,逃,3.92,67.37,3,12.9,nan,１/８車輪,nan
4420220227030002,ogaki,2022-02-27,2,○5 ◎2 △3 ×1 ▲6 注7,"6-3  2,930円(12)","6-3-2  17,010円(70)","2=3=6  2,550円(11)",1,大松 純二  大,阪,33,99,A3,両,3.92,76.50,7,12.4,nan,１車輪,nan
4420220227030002,ogaki,2022-02-27,2,○5 ◎2 △3 ×1 ▲6 注7,"6-3  2,930円(12)","6-3-2  17,010円(70)","2=3=6  2,550円(11)",2,富澤 洋祐  静,岡,46,81,A3,追,3.92,76.27,3,12.4,nan,１/４車輪,nan
4420220227030002,ogaki,2022-02-27,2,○5 ◎2 △3 ×1 ▲6 注7,"6-3  2,930円(12)","6-3-2  17,010円(70)","2=3=6  2,550円(11)",3,片岡 昌彰  千,葉,45,85,A3,追,3.92,72.29,2,12.3,差,４車身,nan
4420220227030002,ogaki,2022-02-27,2,○5 ◎2 △3 ×1 ▲6 注7,"6-3  2,930円(12)","6-3-2  17,010円(70)","2=3=6  2,550円(11)",4,梅澤 謙芝  三,重,55,57,A3,両,3.92,71.07,6,12.1,nan,１車身１/２,nan
4420220227030002,ogaki,2022-02-27,2,○5 ◎2 △3 ×1 ▲6 注7,"6-3  2,930円(12)","6-3-2  17,010円(70)","2=3=6  2,550円(11)",5,渡辺 馨,神奈川,37,96,A3,両,3.92,69.45,4,12.6,nan,１/４車輪,nan
4420220227030002,ogaki,2022-02-27,2,○5 ◎2 △3 ×1 ▲6 注7,"6-3  2,930円(12)","6-3-2  17,010円(70)","2=3=6  2,550円(11)",6,古川 喬  宮,城,38,99,A3,両,3.92,68.30,1,12.8,逃,nan,nan
4420220227030002,ogaki,2022-02-27,2,○5 ◎2 △3 ×1 ▲6 注7,"6-3  2,930円(12)","6-3-2  17,010円(70)","2=3=6  2,550円(11)",7,岩田 幸久  埼,玉,50,67,A3,追,3.79,66.96,5,12.3,nan,１車身,nan
4420220227030003,ogaki,2022-02-27,3,◎2 ○5 注1 ×3 △4 ▲6,"2-4  1,690円(5)","2-4-5  4,670円(12)","2=4=5  1,040円(4)",1,小原 伸哉,北海道,34,97,A3,追,3.85,76.07,5,12.4,nan,１/４車輪,nan
4420220227030003,ogaki,2022-02-27,3,◎2 ○5 注1 ×3 △4 ▲6,"2-4  1,690円(5)","2-4-5  4,670円(12)","2=4=5  1,040円(4)",2,高谷 進太郎  三,重,42,85,A3,両,3.92,74.56,1,12.2,捲,nan,nan
4420220227030003,ogaki,2022-02-27,3,◎2 ○5 注1 ×3 △4 ▲6,"2-4  1,690円(5)","2-4-5  4,670円(12)","2=4=5  1,040円(4)",3,鈴木 浩  新,潟,45,82,A3,両,3.86,71.65,4,12.6,nan,１/２車輪,nan
4420220227030003,ogaki,2022-02-27,3,◎2 ○5 注1 ×3 △4 ▲6,"2-4  1,690円(5)","2-4-5  4,670円(12)","2=4=5  1,040円(4)",4,戸邉 裕将  茨,城,50,72,A3,追,3.92,69.37,2,12.4,差,１車輪,nan
4420220227030003,ogaki,2022-02-27,3,◎2 ○5 注1 ×3 △4 ▲6,"2-4  1,690円(5)","2-4-5  4,670円(12)","2=4=5  1,040円(4)",5,長尾 博幸  大,阪,42,87,A3,両,3.92,69.09,3,12.2,nan,１/２車身,nan
4420220227030003,ogaki,2022-02-27,3,◎2 ○5 注1 ×3 △4 ▲6,"2-4  1,690円(5)","2-4-5  4,670円(12)","2=4=5  1,040円(4)",6,清水 一博  岩,手,44,84,A3,追,3.92,67.92,6,12.2,nan,３/４車輪,nan
4420220227030003,ogaki,2022-02-27,3,◎2 ○5 注1 ×3 △4 ▲6,"2-4  1,690円(5)","2-4-5  4,670円(12)","2=4=5  1,040円(4)",7,黒川 将俊  千,葉,35,92,A3,両,3.92,66.09,7,14.8,nan,大差,nan
4420220227030004,ogaki,2022-02-27,4,×5 ◎2 △4 ○1 注3 ▲6,"4-1  2,100円(6)","4-1-5  12,730円(43)","1=4=5  2,150円(8)",1,鷲見 逸喜  岐,阜,44,79,A2,追,3.93,86.04,2,12.0,ク,１/２車輪,nan
4420220227030004,ogaki,2022-02-27,4,×5 ◎2 △4 ○1 注3 ▲6,"4-1  2,100円(6)","4-1-5  12,730円(43)","1=4=5  2,150円(8)",2,對馬 太陽,神奈川,43,85,A2,追,3.92,84.72,4,11.8,nan,３/４車身,nan
4420220227030004,ogaki,2022-02-27,4,×5 ◎2 △4 ○1 注3 ▲6,"4-1  2,100円(6)","4-1-5  12,730円(43)","1=4=5  2,150円(8)",3,坂本 拓也  福,島,36,111,A2,逃,3.86,84.14,7,14.1,nan,大差,nan
4420220227030004,ogaki,2022-02-27,4,×5 ◎2 △4 ○1 注3 ▲6,"4-1  2,100円(6)","4-1-5  12,730円(43)","1=4=5  2,150円(8)",4,本村 隆文  岐,阜,43,81,A2,両,3.92,83.85,1,12.1,捲,nan,nan
4420220227030004,ogaki,2022-02-27,4,×5 ◎2 △4 ○1 注3 ▲6,"4-1  2,100円(6)","4-1-5  12,730円(43)","1=4=5  2,150円(8)",5,佐野 恭太  静,岡,42,94,A1,逃,3.85,82.62,3,11.9,nan,１/２車輪,nan
4420220227030004,ogaki,2022-02-27,4,×5 ◎2 △4 ○1 注3 ▲6,"4-1  2,100円(6)","4-1-5  12,730円(43)","1=4=5  2,150円(8)",6,石川 恭規  福,島,44,93,A2,追,3.92,80.31,5,12.3,nan,１車身,nan
4420220227030004,ogaki,2022-02-27,4,×5 ◎2 △4 ○1 注3 ▲6,"4-1  2,100円(6)","4-1-5  12,730円(43)","1=4=5  2,150円(8)",7,塚本 諭  福,島,45,85,A2,追,3.92,78.22,6,12.2,nan,１/２車身,nan
