race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,san_ren_fuku,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,rank,agari,finish_type,margin,win_lose
1320221030030001,iwakitaira,2022-10-30,1,○4 ◎1 △7 ×2 注5 ▲6,1-4  190円(1),1-4-2  820円(2),1=2=4  390円(2),1,永田 秀佑  長,崎,30,103,A3,両,3.92,70.68,1,12.5,差,nan,nan
1320221030030001,iwakitaira,2022-10-30,1,○4 ◎1 △7 ×2 注5 ▲6,1-4  190円(1),1-4-2  820円(2),1=2=4  390円(2),2,菊池 崇訓  栃,木,45,85,A3,追,3.93,69.51,3,12.4,nan,１/２車輪,nan
1320221030030001,iwakitaira,2022-10-30,1,○4 ◎1 △7 ×2 注5 ▲6,1-4  190円(1),1-4-2  820円(2),1=2=4  390円(2),3,佐藤 隆二,北海道,51,69,A3,追,3.92,64.71,6,13.0,nan,６車身,nan
1320221030030001,iwakitaira,2022-10-30,1,○4 ◎1 △7 ×2 注5 ▲6,1-4  190円(1),1-4-2  820円(2),1=2=4  390円(2),4,真崎 章徳  佐,賀,27,113,A3,逃,3.92,71.92,2,12.7,逃,３/４車輪,nan
1320221030030001,iwakitaira,2022-10-30,1,○4 ◎1 △7 ×2 注5 ▲6,1-4  190円(1),1-4-2  820円(2),1=2=4  390円(2),5,原野 隆  東,京,45,83,A3,追,3.85,67.59,4,12.4,nan,１車身１/２,nan
1320221030030001,iwakitaira,2022-10-30,1,○4 ◎1 △7 ×2 注5 ▲6,1-4  190円(1),1-4-2  820円(2),1=2=4  390円(2),6,相馬 竹伸  青,森,37,93,A3,逃,3.92,64.12,7,14.2,nan,大差,nan
1320221030030001,iwakitaira,2022-10-30,1,○4 ◎1 △7 ×2 注5 ▲6,1-4  190円(1),1-4-2  820円(2),1=2=4  390円(2),7,福田 博  香,川,49,79,A3,追,3.83,67.86,5,12.5,nan,３車身,nan
1320221030030002,iwakitaira,2022-10-30,2,◎2 注6 ○4 ▲1 △5 ×7,"6-5  9,250円(30)","6-5-2  20,260円(86)","2=5=6  1,260円(5)",1,大崎 世志人  高,知,49,76,A3,追,3.92,66.18,7,12.5,nan,１車身１/２,nan
1320221030030002,iwakitaira,2022-10-30,2,◎2 注6 ○4 ▲1 △5 ×7,"6-5  9,250円(30)","6-5-2  20,260円(86)","2=5=6  1,260円(5)",2,浦野 慈生,神奈川,36,103,A3,逃,3.92,70.85,3,12.6,nan,１/２車身,nan
1320221030030002,iwakitaira,2022-10-30,2,◎2 注6 ○4 ▲1 △5 ×7,"6-5  9,250円(30)","6-5-2  20,260円(86)","2=5=6  1,260円(5)",3,松尾 誠  長,崎,48,80,A3,追,3.92,69.20,6,12.2,nan,３/４車輪,nan
1320221030030002,iwakitaira,2022-10-30,2,◎2 注6 ○4 ▲1 △5 ×7,"6-5  9,250円(30)","6-5-2  20,260円(86)","2=5=6  1,260円(5)",4,新村 真  岡,山,42,87,A3,両,3.92,67.46,5,12.4,nan,１/４車輪,nan
1320221030030002,iwakitaira,2022-10-30,2,◎2 注6 ○4 ▲1 △5 ×7,"6-5  9,250円(30)","6-5-2  20,260円(86)","2=5=6  1,260円(5)",5,佐野 多喜男  新,潟,43,85,A3,追,3.92,71.40,2,12.2,ク,１車輪,nan
1320221030030002,iwakitaira,2022-10-30,2,◎2 注6 ○4 ▲1 △5 ×7,"6-5  9,250円(30)","6-5-2  20,260円(86)","2=5=6  1,260円(5)",6,渋谷 征広  静,岡,41,91,A3,追,3.92,65.64,1,12.3,差,nan,nan
1320221030030002,iwakitaira,2022-10-30,2,◎2 注6 ○4 ▲1 △5 ×7,"6-5  9,250円(30)","6-5-2  20,260円(86)","2=5=6  1,260円(5)",7,荘田 竜斗  大,分,34,97,A3,両,3.93,69.26,4,12.3,nan,１車身１/２,nan
1320221030030003,iwakitaira,2022-10-30,3,×3 ▲6 注5 ○7 ◎2 △4,2-4  640円(2),"2-4-6  10,560円(30)","2=4=6  7,230円(18)",1,小野 祐作  岡,山,49,72,A3,追,3.93,67.62,5,12.7,nan,３/４車身,nan
1320221030030003,iwakitaira,2022-10-30,3,×3 ▲6 注5 ○7 ◎2 △4,2-4  640円(2),"2-4-6  10,560円(30)","2=4=6  7,230円(18)",2,白石 大輔  福,島,39,88,A3,追,3.92,71.33,1,12.2,差,nan,nan
1320221030030003,iwakitaira,2022-10-30,3,×3 ▲6 注5 ○7 ◎2 △4,2-4  640円(2),"2-4-6  10,560円(30)","2=4=6  7,230円(18)",3,武藤 貴志  千,葉,47,81,A3,逃,3.92,68.79,6,12.2,nan,３/４車輪,nan
1320221030030003,iwakitaira,2022-10-30,3,×3 ▲6 注5 ○7 ◎2 △4,2-4  640円(2),"2-4-6  10,560円(30)","2=4=6  7,230円(18)",4,高桑 由昇  福,島,45,81,A3,追,3.92,68.00,2,12.3,ク,１車身１/２,nan
1320221030030003,iwakitaira,2022-10-30,3,×3 ▲6 注5 ○7 ◎2 △4,2-4  640円(2),"2-4-6  10,560円(30)","2=4=6  7,230円(18)",5,三木 翔太  群,馬,34,95,A3,両,3.92,69.25,7,12.3,nan,１/２車身,nan
1320221030030003,iwakitaira,2022-10-30,3,×3 ▲6 注5 ○7 ◎2 △4,2-4  640円(2),"2-4-6  10,560円(30)","2=4=6  7,230円(18)",6,永山 英司,神奈川,50,78,A3,追,3.93,64.16,3,12.0,nan,３/４車輪,nan
1320221030030003,iwakitaira,2022-10-30,3,×3 ▲6 注5 ○7 ◎2 △4,2-4  640円(2),"2-4-6  10,560円(30)","2=4=6  7,230円(18)",7,大澤 哉太,北海道,34,95,A3,両,3.92,70.78,4,12.6,nan,１/４車輪,nan
1320221030030004,iwakitaira,2022-10-30,4,◎2 ○5 ×4 注1 △7 ▲6,"3-1  6,950円(22)","3-1-2  38,540円(114)","1=2=3  3,640円(18)",1,佐藤 康恭  福,島,36,94,A3,両,3.92,70.09,2,12.2,差,１/２車身,nan
1320221030030004,iwakitaira,2022-10-30,4,◎2 ○5 ×4 注1 △7 ▲6,"3-1  6,950円(22)","3-1-2  38,540円(114)","1=2=3  3,640円(18)",2,前島 恭平  長,野,34,98,A3,逃,3.93,72.71,3,12.5,nan,１/２車輪,nan
1320221030030004,iwakitaira,2022-10-30,4,◎2 ○5 ×4 注1 △7 ▲6,"3-1  6,950円(22)","3-1-2  38,540円(114)","1=2=3  3,640円(18)",3,服部 克久  熊,本,41,90,A3,両,3.92,68.59,1,12.0,差,nan,nan
1320221030030004,iwakitaira,2022-10-30,4,◎2 ○5 ×4 注1 △7 ▲6,"3-1  6,950円(22)","3-1-2  38,540円(114)","1=2=3  3,640円(18)",4,伊藤 司  福,島,44,83,A3,両,3.93,69.56,4,12.3,nan,１/４車輪,nan
1320221030030004,iwakitaira,2022-10-30,4,◎2 ○5 ×4 注1 △7 ▲6,"3-1  6,950円(22)","3-1-2  38,540円(114)","1=2=3  3,640円(18)",5,本間 慎吾  新,潟,35,91,A3,追,3.92,70.75,5,12.4,nan,タイヤ差,nan
1320221030030004,iwakitaira,2022-10-30,4,◎2 ○5 ×4 注1 △7 ▲6,"3-1  6,950円(22)","3-1-2  38,540円(114)","1=2=3  3,640円(18)",6,竹元 太志  福,岡,26,107,A3,逃,3.93,68.36,7,12.9,nan,５車身,nan
1320221030030004,iwakitaira,2022-10-30,4,◎2 ○5 ×4 注1 △7 ▲6,"3-1  6,950円(22)","3-1-2  38,540円(114)","1=2=3  3,640円(18)",7,平澤 秀信,北海道,50,73,A3,追,3.92,70.94,6,12.1,nan,３/４車身,nan
1320221030030005,iwakitaira,2022-10-30,5,◎4 ○1 ▲5 △3 注7 ×2,"2-4  1,020円(3)","2-4-7  2,720円(5)",2=4=7  710円(2),1,鈴木 達也  福,島,37,97,A2,追,3.92,81.08,4,11.6,nan,１/２車身,nan
1320221030030005,iwakitaira,2022-10-30,5,◎4 ○1 ▲5 △3 注7 ×2,"2-4  1,020円(3)","2-4-7  2,720円(5)",2=4=7  710円(2),2,堀内 昇  茨,城,34,95,A2,両,3.93,81.40,1,12.1,差,nan,nan
1320221030030005,iwakitaira,2022-10-30,5,◎4 ○1 ▲5 △3 注7 ×2,"2-4  1,020円(3)","2-4-7  2,720円(5)",2=4=7  710円(2),3,星島 太  岡,山,51,66,A1,追,3.92,84.80,6,12.1,nan,３車身,nan
1320221030030005,iwakitaira,2022-10-30,5,◎4 ○1 ▲5 △3 注7 ×2,"2-4  1,020円(3)","2-4-7  2,720円(5)",2=4=7  710円(2),4,竹内 優也,北海道,42,89,A2,両,3.79,81.42,2,11.6,捲,１車輪,nan
1320221030030005,iwakitaira,2022-10-30,5,◎4 ○1 ▲5 △3 注7 ×2,"2-4  1,020円(3)","2-4-7  2,720円(5)",2=4=7  710円(2),5,池川 瑠威  広,島,24,115,A2,逃,3.85,79.82,7,12.9,nan,７車身,nan
1320221030030005,iwakitaira,2022-10-30,5,◎4 ○1 ▲5 △3 注7 ×2,"2-4  1,020円(3)","2-4-7  2,720円(5)",2=4=7  710円(2),6,行成 大祐  香,川,47,80,A2,追,3.92,77.76,5,12.3,nan,１車身１/２,nan
