race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,rank,agari,finish_type,margin,win_lose
1220250901010001,aomori,2025-09-01,1,◎1 △5 ○4 注2 ×3 ▲7,"1-5  1,370円(4)","1-5-3  3,430円(10)",1,田頭 寛之  千,葉,36,109,A1,両,3.93,86.83,1,11.3,捲,nan,Ｂ捲り返し
1220250901010001,aomori,2025-09-01,1,◎1 △5 ○4 注2 ×3 ▲7,"1-5  1,370円(4)","1-5-3  3,430円(10)",2,大庭 正紀  富,山,55,70,A2,追,3.92,85.92,5,11.6,nan,１/４車輪,善利裕任せ
1220250901010001,aomori,2025-09-01,1,◎1 △5 ○4 注2 ×3 ▲7,"1-5  1,370円(4)","1-5-3  3,430円(10)",3,竹山 慶太  宮,城,32,105,A1,逃,3.92,84.79,3,11.9,nan,５車身,捲られ粘る
1220250901010001,aomori,2025-09-01,1,◎1 △5 ○4 注2 ×3 ▲7,"1-5  1,370円(4)","1-5-3  3,430円(10)",4,善利 裕生  滋,賀,48,82,A2,両,3.92,84.59,6,12.0,nan,２車身,叩れ三番手
1220250901010001,aomori,2025-09-01,1,◎1 △5 ○4 注2 ×3 ▲7,"1-5  1,370円(4)","1-5-3  3,430円(10)",5,本田 拓也  新,潟,42,92,A2,追,3.92,81.44,2,11.2,ク,１/２車輪,捲りマーク
1220250901010001,aomori,2025-09-01,1,◎1 △5 ○4 注2 ×3 ▲7,"1-5  1,370円(4)","1-5-3  3,430円(10)",6,川口 秀人  徳,島,59,57,A2,追,3.92,80.25,7,14.3,nan,大差,目標追えず
1220250901010001,aomori,2025-09-01,1,◎1 △5 ○4 注2 ×3 ▲7,"1-5  1,370円(4)","1-5-3  3,430円(10)",7,及川 裕奨  岩,手,44,86,A2,追,3.92,80.27,4,11.9,nan,１/２車身,目標捲られ
1220250901010002,aomori,2025-09-01,2,◎2 ○7 ×4 △5 ▲1 注6,"5-7  3,650円(9)","5-7-1  14,560円(35)",1,篠塚 光一  兵,庫,45,90,A1,追,3.92,86.66,3,11.9,nan,１/４車輪,前遅仕掛け
1220250901010002,aomori,2025-09-01,2,◎2 ○7 ×4 △5 ▲1 注6,"5-7  3,650円(9)","5-7-1  14,560円(35)",2,藤田 祐大  茨,城,21,125,A2,逃,3.92,84.95,4,12.2,nan,３/４車輪,先行粘れず
1220250901010002,aomori,2025-09-01,2,◎2 ○7 ×4 △5 ▲1 注6,"5-7  3,650円(9)","5-7-1  14,560円(35)",3,櫻井 宏智  広,島,55,72,A2,追,3.92,83.34,5,11.7,nan,１/２車身,戸田康共倒
1220250901010002,aomori,2025-09-01,2,◎2 ○7 ×4 △5 ▲1 注6,"5-7  3,650円(9)","5-7-1  14,560円(35)",4,松尾 大樹  長,崎,44,87,A2,追,3.85,80.25,6,11.8,nan,３/４車輪,初手勘悪く
1220250901010002,aomori,2025-09-01,2,◎2 ○7 ×4 △5 ▲1 注6,"5-7  3,650円(9)","5-7-1  14,560円(35)",5,奥出 良  石,川,31,109,A1,逃,3.92,86.14,1,11.9,差,nan,三番手一気
1220250901010002,aomori,2025-09-01,2,◎2 ○7 ×4 △5 ▲1 注6,"5-7  3,650円(9)","5-7-1  14,560円(35)",6,戸田 康平  香,川,33,101,A2,逃,3.92,78.95,7,12.5,nan,６車身,完敗の不発
1220250901010002,aomori,2025-09-01,2,◎2 ○7 ×4 △5 ▲1 注6,"5-7  3,650円(9)","5-7-1  14,560円(35)",7,渡邉 高志  栃,木,48,84,A1,追,3.92,84.03,2,12.1,差,１車身,四角ハコも
1220250901010003,aomori,2025-09-01,3,注4 ×1 ◎2 ○5 ▲6 △7,5-2  250円(2),"5-2-1  1,340円(6)",1,峰重 祐之介  岡,山,35,100,A1,追,3.92,86.05,3,11.3,nan,３/４車身,四角内突き
1220250901010003,aomori,2025-09-01,3,注4 ×1 ◎2 ○5 ▲6 △7,5-2  250円(2),"5-2-1  1,340円(6)",2,栗本 尚宗  千,葉,31,113,A2,両,3.92,90.50,2,11.7,逃,１車輪,突張り先行
1220250901010003,aomori,2025-09-01,3,注4 ×1 ◎2 ○5 ▲6 △7,5-2  250円(2),"5-2-1  1,340円(6)",3,清水 広幸  愛,知,58,57,A2,追,3.92,79.85,7,12.6,nan,大差,奥手健共倒
1220250901010003,aomori,2025-09-01,3,注4 ×1 ◎2 ○5 ▲6 △7,5-2  250円(2),"5-2-1  1,340円(6)",4,白井 優太朗  広,島,24,119,A2,逃,3.92,82.77,4,11.5,nan,１/２車輪,中団捲れず
1220250901010003,aomori,2025-09-01,3,注4 ×1 ◎2 ○5 ▲6 △7,5-2  250円(2),"5-2-1  1,340円(6)",5,野口 大誠  熊,本,36,105,A1,両,3.93,87.55,1,11.4,差,nan,ハコ楽差し
1220250901010003,aomori,2025-09-01,3,注4 ×1 ◎2 ○5 ▲6 △7,5-2  250円(2),"5-2-1  1,340円(6)",6,伊藤 大彦  徳,島,42,89,A1,追,3.92,0.00,6,11.9,nan,５車身,本線千切れ
1220250901010003,aomori,2025-09-01,3,注4 ×1 ◎2 ○5 ▲6 △7,5-2  250円(2),"5-2-1  1,340円(6)",7,奥出 健士郎  福,井,36,99,A2,追,3.92,84.44,5,11.2,nan,１/４車輪,切れず後方
1220250901010004,aomori,2025-09-01,4,×4 ◎1 ○5 ▲6 注3 △2,1-5  150円(1),"1-5-2  1,050円(5)",1,角田 光  福,島,26,125,A2,逃,3.92,86.61,1,11.7,逃,nan,突張り先行
1220250901010004,aomori,2025-09-01,4,×4 ◎1 ○5 ▲6 注3 △2,1-5  150円(1),"1-5-2  1,050円(5)",2,米村 光星  熊,本,25,121,A2,逃,3.92,80.77,3,11.6,nan,３/４車身,三番手奪取
1220250901010004,aomori,2025-09-01,4,×4 ◎1 ○5 ▲6 注3 △2,1-5  150円(1),"1-5-2  1,050円(5)",3,奥山 雅士  静,岡,55,65,A2,追,3.92,78.41,5,11.6,nan,１車身,先手ライン
1220250901010004,aomori,2025-09-01,4,×4 ◎1 ○5 ▲6 注3 △2,1-5  150円(1),"1-5-2  1,050円(5)",4,増田 利明  静,岡,46,81,A1,両,3.92,84.62,6,11.3,nan,微差,後方のまま
1220250901010004,aomori,2025-09-01,4,×4 ◎1 ○5 ▲6 注3 △2,1-5  150円(1),"1-5-2  1,050円(5)",5,高木 翔  岩,手,31,105,A1,追,3.92,89.87,2,11.6,ク,１/８車輪,大名差せず
1220250901010004,aomori,2025-09-01,4,×4 ◎1 ○5 ▲6 注3 △2,1-5  150円(1),"1-5-2  1,050円(5)",6,千澤 大輔  青,森,38,95,A2,追,3.85,77.70,7,14.7,nan,大差,競られ飛ぶ
1220250901010004,aomori,2025-09-01,4,×4 ◎1 ○5 ▲6 注3 △2,1-5  150円(1),"1-5-2  1,050円(5)",7,高比良 豪  福,岡,45,84,A1,追,3.92,84.07,4,11.4,nan,３/４車身,米村光任せ
1220250901010005,aomori,2025-09-01,5,▲5 △1 注7 ×4 ◎2 ○3,2-4  930円(4),"2-4-7  5,510円(20)",1,児玉 慎一郎  香,川,50,76,A1,追,3.92,92.56,4,11.5,nan,３/４車輪,目標捲られ
1220250901010005,aomori,2025-09-01,5,▲5 △1 注7 ×4 ◎2 ○3,2-4  930円(4),"2-4-7  5,510円(20)",2,阿部 大樹  埼,玉,36,94,A1,両,3.92,97.80,1,11.3,捲,nan,中団先捲り
1220250901010005,aomori,2025-09-01,5,▲5 △1 注7 ×4 ◎2 ○3,2-4  930円(4),"2-4-7  5,510円(20)",3,佐山 寛明  奈,良,38,113,A1,逃,3.92,93.33,7,11.8,nan,４車身,カマシ不発
1220250901010005,aomori,2025-09-01,5,▲5 △1 注7 ×4 ◎2 ○3,2-4  930円(4),"2-4-7  5,510円(20)",4,稲葉 一真  静,岡,35,100,A1,追,3.92,90.38,2,11.3,ク,３/４車身,乗替え続く
1220250901010005,aomori,2025-09-01,5,▲5 △1 注7 ×4 ◎2 ○3,2-4  930円(4),"2-4-7  5,510円(20)",5,多田 晃紀  岡,山,32,103,A1,逃,3.92,90.08,5,11.7,nan,１/２車身,先行捲られ
1220250901010005,aomori,2025-09-01,5,▲5 △1 注7 ×4 ◎2 ○3,2-4  930円(4),"2-4-7  5,510円(20)",6,愛敬 博之  愛,知,41,94,A1,追,3.93,90.07,6,11.4,nan,１車輪,佐山寛不発
1220250901010005,aomori,2025-09-01,5,▲5 △1 注7 ×4 ◎2 ○3,2-4  930円(4),"2-4-7  5,510円(20)",7,中園 和剛  福,岡,43,89,A1,追,3.92,93.60,3,11.3,nan,３/４車身,先制三番手
1220250901010006,aomori,2025-09-01,6,○1 ◎5 注4 ×2 ▲6 △7,"3-6  17,040円(29)","3-6-5  80,000円(132)",1,山中 秀将  千,葉,39,95,S2,逃,3.92,97.22,4,12.2,nan,３/４車輪,カマシ末甘
1220250901010006,aomori,2025-09-01,6,○1 ◎5 注4 ×2 ▲6 △7,"3-6  17,040円(29)","3-6-5  80,000円(132)",2,栗山 俊介  奈,良,37,103,S2,両,3.92,101.21,5,11.7,nan,１車輪,目標叩かれ
1220250901010006,aomori,2025-09-01,6,○1 ◎5 注4 ×2 ▲6 △7,"3-6  17,040円(29)","3-6-5  80,000円(132)",3,田中 勇二  岡,山,37,95,S1,追,3.92,103.11,1,11.3,差,nan,後方強襲劇
1220250901010006,aomori,2025-09-01,6,○1 ◎5 注4 ×2 ▲6 △7,"3-6  17,040円(29)","3-6-5  80,000円(132)",4,内藤 久文  愛,知,33,117,S2,逃,3.92,96.00,6,12.0,nan,３/４車身,叩き叩かれ
1220250901010006,aomori,2025-09-01,6,○1 ◎5 注4 ×2 ▲6 △7,"3-6  17,040円(29)","3-6-5  80,000円(132)",5,東 龍之介,神奈川,35,96,S2,追,3.92,105.52,3,12.1,nan,３/４車身,前庇いすぎ
1220250901010006,aomori,2025-09-01,6,○1 ◎5 注4 ×2 ▲6 △7,"3-6  17,040円(29)","3-6-5  80,000円(132)",6,野口 正則  奈,良,35,105,S2,両,3.92,94.32,2,11.5,差,１/２車輪,直線突込み
1220250901010006,aomori,2025-09-01,6,○1 ◎5 注4 ×2 ▲6 △7,"3-6  17,040円(29)","3-6-5  80,000円(132)",7,佐伯 亮輔  岡,山,31,113,S2,逃,3.92,96.20,7,11.8,nan,１車身１/２,見せ場なく
1220250901010007,aomori,2025-09-01,7,○4 ◎1 注6 ×2 △3 ▲7,"2-1  2,730円(9)","2-1-3  16,410円(56)",1,渡邉 豪大  福,岡,36,107,S2,追,3.92,107.00,2,11.1,差,１/４車輪,前不発も鋭
1220250901010007,aomori,2025-09-01,7,○4 ◎1 注6 ×2 △3 ▲7,"2-1  2,730円(9)","2-1-3  16,410円(56)",2,中田 雄喜  福,島,38,97,S2,追,3.92,101.10,1,11.3,差,nan,乗替え一気
1220250901010007,aomori,2025-09-01,7,○4 ◎1 注6 ×2 △3 ▲7,"2-1  2,730円(9)","2-1-3  16,410円(56)",3,一戸 康宏  埼,玉,38,101,S2,逃,3.93,97.50,3,11.5,nan,３/４車輪,捲切るも裸
1220250901010007,aomori,2025-09-01,7,○4 ◎1 注6 ×2 △3 ▲7,"2-1  2,730円(9)","2-1-3  16,410円(56)",4,松本 秀之慎  熊,本,22,121,S2,逃,3.92,97.31,4,11.6,nan,３車身,Ｂ捲り不発
1220250901010007,aomori,2025-09-01,7,○4 ◎1 注6 ×2 △3 ▲7,"2-1  2,730円(9)","2-1-3  16,410円(56)",5,奥村 諭志  岡,山,31,111,S2,両,3.92,97.06,5,11.5,nan,１/２車輪,単騎捲るも
1220250901010007,aomori,2025-09-01,7,○4 ◎1 注6 ×2 △3 ▲7,"2-1  2,730円(9)","2-1-3  16,410円(56)",6,坂本 紘規  青,森,29,117,S2,逃,3.92,95.31,7,12.2,nan,２車身,先行捲られ
1220250901010007,aomori,2025-09-01,7,○4 ◎1 注6 ×2 △3 ▲7,"2-1  2,730円(9)","2-1-3  16,410円(56)",7,武藤 篤弘  埼,玉,40,95,S2,追,3.92,101.10,6,11.6,nan,３車身,捲りに離れ
1220250901010008,aomori,2025-09-01,8,◎4 ○2 △5 ×1 ▲6 注7,"3-1  3,410円(10)","3-1-5  12,540円(44)",1,元砂 勇雪  奈,良,33,103,S1,追,3.92,104.62,2,11.6,差,２車身,池野健乗り
1220250901010008,aomori,2025-09-01,8,◎4 ○2 △5 ×1 ▲6 注7,"3-1  3,410円(10)","3-1-5  12,540円(44)",2,竹山 陵太  宮,城,40,91,S2,追,3.92,100.54,4,11.9,nan,１車輪,本線も離れ
1220250901010008,aomori,2025-09-01,8,◎4 ○2 △5 ×1 ▲6 注7,"3-1  3,410円(10)","3-1-5  12,540円(44)",3,新村 穣,神奈川,31,119,S1,逃,3.92,97.33,1,11.7,捲,nan,三番手一気
1220250901010008,aomori,2025-09-01,8,◎4 ○2 △5 ×1 ▲6 注7,"3-1  3,410円(10)","3-1-5  12,540円(44)",4,高橋 晋也  福,島,30,115,S1,逃,3.92,101.68,5,12.5,nan,４車身,裸逃げ不利
1220250901010008,aomori,2025-09-01,8,◎4 ○2 △5 ×1 ▲6 注7,"3-1  3,410円(10)","3-1-5  12,540円(44)",5,池野 健太  兵,庫,33,109,S1,逃,3.92,98.50,3,11.7,nan,タイヤ差,外々捲上げ
1220250901010008,aomori,2025-09-01,8,◎4 ○2 △5 ×1 ▲6 注7,"3-1  3,410円(10)","3-1-5  12,540円(44)",6,西浦 仙哉  三,重,51,73,S2,両,3.92,91.88,7,12.6,nan,１車身１/２,単騎捲るも
1220250901010008,aomori,2025-09-01,8,◎4 ○2 △5 ×1 ▲6 注7,"3-1  3,410円(10)","3-1-5  12,540円(44)",7,鈴木 陸来  静,岡,28,117,S2,逃,3.93,92.55,6,12.5,nan,３/４車身,番手嵌るも
1220250901010009,aomori,2025-09-01,9,◎1 ○4 ▲5 ×7 △2 注3,1-4  400円(2),1-4-5  770円(2),1,金子 幸央  栃,木,32,101,S2,両,3.92,102.70,1,11.3,差,nan,番手退かす
1220250901010009,aomori,2025-09-01,9,◎1 ○4 ▲5 ×7 △2 注3,1-4  400円(2),1-4-5  770円(2),2,角 令央奈  福,岡,38,98,S2,両,3.92,101.21,6,11.3,nan,３/４車輪,徳永哲任せ
1220250901010009,aomori,2025-09-01,9,◎1 ○4 ▲5 ×7 △2 注3,1-4  400円(2),1-4-5  770円(2),3,内山 雅貴  静,岡,30,113,S2,逃,3.92,95.77,4,11.8,nan,１車身１/２,先行も裸に
1220250901010009,aomori,2025-09-01,9,◎1 ○4 ▲5 ×7 △2 注3,1-4  400円(2),1-4-5  770円(2),4,志村 太賀  山,梨,42,90,S2,追,3.92,103.00,2,11.3,ク,３/４車身,巧追の二着
1220250901010009,aomori,2025-09-01,9,◎1 ○4 ▲5 ×7 △2 注3,1-4  400円(2),1-4-5  770円(2),5,松岡 孔明  熊,本,43,91,S2,両,3.92,98.40,3,11.2,nan,３/４車輪,三番手巧追
1220250901010009,aomori,2025-09-01,9,◎1 ○4 ▲5 ×7 △2 注3,1-4  400円(2),1-4-5  770円(2),6,渡邉 晴智  静,岡,52,73,S2,追,3.92,95.60,5,11.4,nan,１車身,番手奪われ
1220250901010009,aomori,2025-09-01,9,◎1 ○4 ▲5 ×7 △2 注3,1-4  400円(2),1-4-5  770円(2),7,徳永 哲人  熊,本,43,100,S1,両,3.92,103.35,7,12.0,nan,６車身,捲りは半端
1220250901010010,aomori,2025-09-01,10,×1 ◎5 ○7 △2 ▲4 注3,"7-5  1,460円(5)","7-5-4  5,850円(15)",1,菅野 航基  宮,城,24,119,S2,逃,3.92,94.65,落,nan,nan,nan,すぐ叩返す
1220250901010010,aomori,2025-09-01,10,×1 ◎5 ○7 △2 ▲4 注3,"7-5  1,460円(5)","7-5-4  5,850円(15)",2,小川 丈太  徳,島,30,111,S2,逃,3.92,96.23,4,11.3,nan,１/４車輪,切り切られ
1220250901010010,aomori,2025-09-01,10,×1 ◎5 ○7 △2 ▲4 注3,"7-5  1,460円(5)","7-5-4  5,850円(15)",3,藤井 栄二  兵,庫,34,99,S2,両,3.92,98.40,6,12.6,nan,大差,中団捲れず
1220250901010010,aomori,2025-09-01,10,×1 ◎5 ○7 △2 ▲4 注3,"7-5  1,460円(5)","7-5-4  5,850円(15)",4,今岡 徹二  広,島,31,111,S2,両,3.92,100.23,3,11.1,nan,３/４車身,小川丈任せ
1220250901010010,aomori,2025-09-01,10,×1 ◎5 ○7 △2 ▲4 注3,"7-5  1,460円(5)","7-5-4  5,850円(15)",5,橋本 智昭  宮,城,42,99,S2,逃,3.92,103.47,2,11.5,差,１/４車輪,番手一気も
1220250901010010,aomori,2025-09-01,10,×1 ◎5 ○7 △2 ▲4 注3,"7-5  1,460円(5)","7-5-4  5,850円(15)",6,三宅 裕武  三,重,43,88,S2,追,3.92,94.35,5,11.4,nan,１/４車輪,前不発で内
1220250901010010,aomori,2025-09-01,10,×1 ◎5 ○7 △2 ▲4 注3,"7-5  1,460円(5)","7-5-4  5,850円(15)",7,小橋 秀幸  青,森,46,85,S2,追,3.93,98.54,1,11.4,差,nan,三番手抜く
1220250901010011,aomori,2025-09-01,11,×7 △1 ▲4 ◎3 ○5 注2,3-5  200円(1),3-5-1  380円(1),1,北村 信明  徳,島,39,93,S2,追,3.92,101.00,3,11.5,nan,４車身,前団ハコ残
1220250901010011,aomori,2025-09-01,11,×7 △1 ▲4 ◎3 ○5 注2,3-5  200円(1),3-5-1  380円(1),2,池田 勇人  埼,玉,40,90,S2,追,3.93,98.20,5,11.4,nan,１/４車輪,切れず後方
1220250901010011,aomori,2025-09-01,11,×7 △1 ▲4 ◎3 ○5 注2,3-5  200円(1),3-5-1  380円(1),3,菅原 大也,神奈川,34,107,S1,両,3.92,105.56,1,11.0,捲,nan,中団ひと捲
