race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,san_ren_fuku,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,rank,agari,finish_type,margin,win_lose
2220231101010001,maebashi,2023-11-01,1,△5 ◎1 ○3 注4 ×2 ▲7,"2-1  1,530円(7)","2-1-6  16,690円(45)","1=2=6  5,730円(14)",1,阿部 利光  宮,城,48,77,A3,追,3.86,74.41,2,10.8,差,３車身,nan
2220231101010001,maebashi,2023-11-01,1,△5 ◎1 ○3 注4 ×2 ▲7,"2-1  1,530円(7)","2-1-6  16,690円(45)","1=2=6  5,730円(14)",2,山中 貴雄  愛,知,47,79,A3,追,3.92,71.83,1,10.3,捲,nan,nan
2220231101010001,maebashi,2023-11-01,1,△5 ◎1 ○3 注4 ×2 ▲7,"2-1  1,530円(7)","2-1-6  16,690円(45)","1=2=6  5,730円(14)",3,齋藤 明,北海道,56,61,A3,追,3.92,71.83,4,10.8,nan,１/８車輪,nan
2220231101010001,maebashi,2023-11-01,1,△5 ◎1 ○3 注4 ×2 ▲7,"2-1  1,530円(7)","2-1-6  16,690円(45)","1=2=6  5,730円(14)",4,臼井 昌巨  愛,知,39,89,A3,両,3.92,70.03,6,10.9,nan,１車身１/２,nan
2220231101010001,maebashi,2023-11-01,1,△5 ◎1 ○3 注4 ×2 ▲7,"2-1  1,530円(7)","2-1-6  16,690円(45)","1=2=6  5,730円(14)",5,菅原 洋輔  岩,手,42,98,A3,逃,3.92,69.00,5,11.0,nan,１/２車身,nan
2220231101010001,maebashi,2023-11-01,1,△5 ◎1 ○3 注4 ×2 ▲7,"2-1  1,530円(7)","2-1-6  16,690円(45)","1=2=6  5,730円(14)",6,後田 康成  長,崎,50,75,A3,追,3.92,69.00,3,10.5,nan,３/４車身,nan
2220231101010001,maebashi,2023-11-01,1,△5 ◎1 ○3 注4 ×2 ▲7,"2-1  1,530円(7)","2-1-6  16,690円(45)","1=2=6  5,730円(14)",7,宮原 英司  長,崎,51,71,A3,追,3.86,65.51,7,11.0,nan,２車身,nan
2220231101010002,maebashi,2023-11-01,2,○4 ◎1 ×3 △2 ▲6 注5,1-4  190円(1),1-4-3  290円(1),1=3=4  120円(1),1,會田 正一  千,葉,53,68,A3,追,3.93,73.22,1,10.1,差,nan,nan
2220231101010002,maebashi,2023-11-01,2,○4 ◎1 ×3 △2 ▲6 注5,1-4  190円(1),1-4-3  290円(1),1=3=4  120円(1),2,今村 俊雄  山,梨,43,99,A3,追,3.92,70.86,5,9.9,nan,３/４車身,nan
2220231101010002,maebashi,2023-11-01,2,○4 ◎1 ×3 △2 ▲6 注5,1-4  190円(1),1-4-3  290円(1),1=3=4  120円(1),3,和泉田 喜一  千,葉,55,59,A3,追,3.92,70.30,3,10.0,nan,１/２車身,nan
