race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,san_ren_fuku,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,rank,agari,finish_type,margin,win_lose,wide
2220220130030002,maebashi,2022-01-30,2,×2 △1 ▲6 ◎3 ○4 注5,3-4  270円(1),"3-4-1  1,270円(3)",1=3=4  650円(4),6,野井 正紀,神奈川,53,63,A3,追,3.92,67.38,5,10.0,,１/４車輪,,1=3  280円(7)  1=4  240円(5)  3=4  120円(1) / 1=3  280円(7)  1=4  240円(5)  3=4  120円(1)
2220220130030003,maebashi,2022-01-30,3,×3 △5 ◎2 ○1 ▲4 注6,"2-4  6,230円(21)","2-4-1  8,170円(20)",1=2=4  330円(1),1,村本 慎吾  静,岡,40,94,A3,追,3.92,73.29,3,11.0,,１/４車輪,,1=2  120円(1)  1=4  210円(2)  2=4  300円(6) / 1=2  120円(1)  1=4  210円(2)  2=4  300円(6)
2220220130030003,maebashi,2022-01-30,3,×3 △5 ◎2 ○1 ▲4 注6,"2-4  6,230円(21)","2-4-1  8,170円(20)",1=2=4  330円(1),2,浦山 一栄  東,京,50,72,A3,両,3.93,70.8,1,11.2,差,,,1=2  120円(1)  1=4  210円(2)  2=4  300円(6) / 1=2  120円(1)  1=4  210円(2)  2=4  300円(6)
2220220130030003,maebashi,2022-01-30,3,×3 △5 ◎2 ○1 ▲4 注6,"2-4  6,230円(21)","2-4-1  8,170円(20)",1=2=4  330円(1),3,薮下 直輝,北海道,33,95,A3,逃,3.85,70.45,7,12.0,,大差,,1=2  120円(1)  1=4  210円(2)  2=4  300円(6) / 1=2  120円(1)  1=4  210円(2)  2=4  300円(6)
2220220130030003,maebashi,2022-01-30,3,×3 △5 ◎2 ○1 ▲4 注6,"2-4  6,230円(21)","2-4-1  8,170円(20)",1=2=4  330円(1),4,郷坪 和博,神奈川,52,70,A3,追,3.93,68.88,2,10.9,差,１/２車輪,,1=2  120円(1)  1=4  210円(2)  2=4  300円(6) / 1=2  120円(1)  1=4  210円(2)  2=4  300円(6)
2220220130030003,maebashi,2022-01-30,3,×3 △5 ◎2 ○1 ▲4 注6,"2-4  6,230円(21)","2-4-1  8,170円(20)",1=2=4  330円(1),5,齋藤 明,北海道,54,61,A3,追,3.93,68.72,6,10.9,,タイヤ差,,1=2  120円(1)  1=4  210円(2)  2=4  300円(6) / 1=2  120円(1)  1=4  210円(2)  2=4  300円(6)
2220220130030003,maebashi,2022-01-30,3,×3 △5 ◎2 ○1 ▲4 注6,"2-4  6,230円(21)","2-4-1  8,170円(20)",1=2=4  330円(1),6,本馬 鎌  福,島,27,109,A3,逃,3.92,68.18,5,11.5,,１/４車輪,,1=2  120円(1)  1=4  210円(2)  2=4  300円(6) / 1=2  120円(1)  1=4  210円(2)  2=4  300円(6)
2220220130030003,maebashi,2022-01-30,3,×3 △5 ◎2 ○1 ▲4 注6,"2-4  6,230円(21)","2-4-1  8,170円(20)",1=2=4  330円(1),7,田崎 良太郎  福,島,41,87,A3,追,3.92,67.88,4,10.8,,１車身,,1=2  120円(1)  1=4  210円(2)  2=4  300円(6) / 1=2  120円(1)  1=4  210円(2)  2=4  300円(6)
2220220130030004,maebashi,2022-01-30,4,注6 ◎2 ○1 △7 ×4 ▲3,1-2  670円(2),"1-2-3  1,520円(4)",1=2=3  280円(1),1,三住 博昭,神奈川,53,61,A1,追,3.93,90.25,1,10.5,差,,,1=2  120円(1)  1=3  180円(3)  2=3  170円(2) / 1=2  120円(1)  1=3  180円(3)  2=3  170円(2)
2220220130030004,maebashi,2022-01-30,4,注6 ◎2 ○1 △7 ×4 ▲3,1-2  670円(2),"1-2-3  1,520円(4)",1=2=3  280円(1),2,本多 哲也  千,葉,33,97,A1,逃,3.92,88.22,2,10.7,差,１/８車輪,,1=2  120円(1)  1=3  180円(3)  2=3  170円(2) / 1=2  120円(1)  1=3  180円(3)  2=3  170円(2)
2220220130030004,maebashi,2022-01-30,4,注6 ◎2 ○1 △7 ×4 ▲3,1-2  670円(2),"1-2-3  1,520円(4)",1=2=3  280円(1),3,金子 周一郎  埼,玉,45,78,A2,追,3.92,84.7,3,10.5,,２車身,,1=2  120円(1)  1=3  180円(3)  2=3  170円(2) / 1=2  120円(1)  1=3  180円(3)  2=3  170円(2)
2220220130030004,maebashi,2022-01-30,4,注6 ◎2 ○1 △7 ×4 ▲3,1-2  670円(2),"1-2-3  1,520円(4)",1=2=3  280円(1),4,堀内 昇  茨,城,33,95,A1,両,3.93,82.91,5,10.8,,１/４車輪,,1=2  120円(1)  1=3  180円(3)  2=3  170円(2) / 1=2  120円(1)  1=3  180円(3)  2=3  170円(2)
2220220130030004,maebashi,2022-01-30,4,注6 ◎2 ○1 △7 ×4 ▲3,1-2  670円(2),"1-2-3  1,520円(4)",1=2=3  280円(1),5,緒方 剛  埼,玉,38,92,A2,両,3.86,81.04,4,10.5,,１車身１/２,,1=2  120円(1)  1=3  180円(3)  2=3  170円(2) / 1=2  120円(1)  1=3  180円(3)  2=3  170円(2)
2220220130030004,maebashi,2022-01-30,4,注6 ◎2 ○1 △7 ×4 ▲3,1-2  670円(2),"1-2-3  1,520円(4)",1=2=3  280円(1),6,小林 寛弥  静,岡,33,101,A2,逃,3.85,76.65,7,11.8,,４車身,,1=2  120円(1)  1=3  180円(3)  2=3  170円(2) / 1=2  120円(1)  1=3  180円(3)  2=3  170円(2)
2220220130030004,maebashi,2022-01-30,4,注6 ◎2 ○1 △7 ×4 ▲3,1-2  670円(2),"1-2-3  1,520円(4)",1=2=3  280円(1),7,中山 健  新,潟,38,89,A2,両,3.85,69.88,6,10.5,,１車身１/２,,1=2  120円(1)  1=3  180円(3)  2=3  170円(2) / 1=2  120円(1)  1=3  180円(3)  2=3  170円(2)
2220220130030005,maebashi,2022-01-30,5,○2 ×4 ▲5 ◎1 △3 注7,1-2  340円(1),1-2-4  670円(1),1=2=4  270円(1),1,小酒 大勇  福,島,28,103,A1,両,3.92,97.82,1,9.9,捲,,,1=2  120円(1)  1=4  170円(3)  2=4  160円(2) / 1=2  120円(1)  1=4  170円(3)  2=4  160円(2)
2220220130030005,maebashi,2022-01-30,5,○2 ×4 ▲5 ◎1 △3 注7,1-2  340円(1),1-2-4  670円(1),1=2=4  270円(1),2,片桐 善也  新,潟,27,117,A2,逃,3.92,86.04,2,10.2,逃,１/２車輪,,1=2  120円(1)  1=4  170円(3)  2=4  160円(2) / 1=2  120円(1)  1=4  170円(3)  2=4  160円(2)
2220220130030005,maebashi,2022-01-30,5,○2 ×4 ▲5 ◎1 △3 注7,1-2  340円(1),1-2-4  670円(1),1=2=4  270円(1),3,伊藤 一貴  栃,木,49,72,A2,追,3.83,83.03,5,9.8,,３/４車輪,,1=2  120円(1)  1=4  170円(3)  2=4  160円(2) / 1=2  120円(1)  1=4  170円(3)  2=4  160円(2)
2220220130030005,maebashi,2022-01-30,5,○2 ×4 ▲5 ◎1 △3 注7,1-2  340円(1),1-2-4  670円(1),1=2=4  270円(1),4,若林 耕司  群,馬,41,87,A2,追,3.85,82.18,3,10.1,,１/２車身,,1=2  120円(1)  1=4  170円(3)  2=4  160円(2) / 1=2  120円(1)  1=4  170円(3)  2=4  160円(2)
2220220130030005,maebashi,2022-01-30,5,○2 ×4 ▲5 ◎1 △3 注7,1-2  340円(1),1-2-4  670円(1),1=2=4  270円(1),5,土屋 宏  群,馬,44,83,A2,追,3.92,81.2,4,10.1,,３/４車輪,,1=2  120円(1)  1=4  170円(3)  2=4  160円(2) / 1=2  120円(1)  1=4  170円(3)  2=4  160円(2)
2220220130030005,maebashi,2022-01-30,5,○2 ×4 ▲5 ◎1 △3 注7,1-2  340円(1),1-2-4  670円(1),1=2=4  270円(1),6,黒瀬 浩一  静,岡,56,57,A2,追,3.92,71.19,6,10.0,,５車身,,1=2  120円(1)  1=4  170円(3)  2=4  160円(2) / 1=2  120円(1)  1=4  170円(3)  2=4  160円(2)
2220220130030005,maebashi,2022-01-30,5,○2 ×4 ▲5 ◎1 △3 注7,1-2  340円(1),1-2-4  670円(1),1=2=4  270円(1),7,内田 淳  千,葉,29,111,A2,逃,3.92,70.95,7,10.6,,４車身,,1=2  120円(1)  1=4  170円(3)  2=4  160円(2) / 1=2  120円(1)  1=4  170円(3)  2=4  160円(2)
2220220130030006,maebashi,2022-01-30,6,○7 ◎1 △2 ▲6 ×4 注3,1-2  390円(2),1-2-7  560円(2),1=2=7  190円(1),1,三澤 康人  宮,城,37,91,A1,追,3.92,96.4,1,10.1,差,,,1=2  130円(2)  1=7  120円(1)  2=7  190円(3) / 1=2  130円(2)  1=7  120円(1)  2=7  190円(3)
2220220130030006,maebashi,2022-01-30,6,○7 ◎1 △2 ▲6 ×4 注3,1-2  390円(2),1-2-7  560円(2),1=2=7  190円(1),2,野村 純宏,神奈川,45,82,A1,追,3.92,89.37,2,10.1,ク,１/２車身,,1=2  130円(2)  1=7  120円(1)  2=7  190円(3) / 1=2  130円(2)  1=7  120円(1)  2=7  190円(3)
2220220130030006,maebashi,2022-01-30,6,○7 ◎1 △2 ▲6 ×4 注3,1-2  390円(2),1-2-7  560円(2),1=2=7  190円(1),3,伊藤 太一  山,梨,39,91,A1,両,3.92,88.5,7,10.3,,１車身１/２,,1=2  130円(2)  1=7  120円(1)  2=7  190円(3) / 1=2  130円(2)  1=7  120円(1)  2=7  190円(3)
2220220130030006,maebashi,2022-01-30,6,○7 ◎1 △2 ▲6 ×4 注3,1-2  390円(2),1-2-7  560円(2),1=2=7  190円(1),4,平田 徹  静,岡,46,78,A2,追,3.92,87.8,4,10.0,,１車輪,,1=2  130円(2)  1=7  120円(1)  2=7  190円(3) / 1=2  130円(2)  1=7  120円(1)  2=7  190円(3)
2220220130030006,maebashi,2022-01-30,6,○7 ◎1 △2 ▲6 ×4 注3,1-2  390円(2),1-2-7  560円(2),1=2=7  190円(1),5,北村 貴幸  群,馬,50,71,A1,追,3.85,87.59,5,10.0,,１車身１/２,,1=2  130円(2)  1=7  120円(1)  2=7  190円(3) / 1=2  130円(2)  1=7  120円(1)  2=7  190円(3)
2220220130030006,maebashi,2022-01-30,6,○7 ◎1 △2 ▲6 ×4 注3,1-2  390円(2),1-2-7  560円(2),1=2=7  190円(1),6,鈴木 愼二,神奈川,48,74,A2,追,3.92,86.23,6,10.2,,１車輪,,1=2  130円(2)  1=7  120円(1)  2=7  190円(3) / 1=2  130円(2)  1=7  120円(1)  2=7  190円(3)
2220220130030006,maebashi,2022-01-30,6,○7 ◎1 △2 ▲6 ×4 注3,1-2  390円(2),1-2-7  560円(2),1=2=7  190円(1),7,田原 宥明,北海道,31,105,A2,逃,3.92,84.48,3,10.4,,１/２車輪,,1=2  130円(2)  1=7  120円(1)  2=7  190円(3) / 1=2  130円(2)  1=7  120円(1)  2=7  190円(3)
2220220130030007,maebashi,2022-01-30,7,×1 ▲4 ○5 ◎2 △6 注3,2-1  790円(3),"2-1-5  2,150円(6)",1=2=5  440円(2),1,落合 達彦  静,岡,35,96,A1,追,3.92,96.66,2,10.2,差,１車輪,,1=2  210円(3)  1=5  330円(7)  2=5  110円(1) / 1=2  210円(3)  1=5  330円(7)  2=5  110円(1)
2220220130030007,maebashi,2022-01-30,7,×1 ▲4 ○5 ◎2 △6 注3,2-1  790円(3),"2-1-5  2,150円(6)",1=2=5  440円(2),2,平原 啓多  埼,玉,37,97,A1,追,3.92,94.16,1,10.3,差,,,1=2  210円(3)  1=5  330円(7)  2=5  110円(1) / 1=2  210円(3)  1=5  330円(7)  2=5  110円(1)
2220220130030007,maebashi,2022-01-30,7,×1 ▲4 ○5 ◎2 △6 注3,2-1  790円(3),"2-1-5  2,150円(6)",1=2=5  440円(2),3,大崎 和也  青,森,35,92,A1,追,3.92,90.27,6,10.5,,３/４車身,,1=2  210円(3)  1=5  330円(7)  2=5  110円(1) / 1=2  210円(3)  1=5  330円(7)  2=5  110円(1)
2220220130030007,maebashi,2022-01-30,7,×1 ▲4 ○5 ◎2 △6 注3,2-1  790円(3),"2-1-5  2,150円(6)",1=2=5  440円(2),4,成清 謙二郎  千,葉,38,90,A1,追,3.92,88.76,5,10.2,,１車輪,,1=2  210円(3)  1=5  330円(7)  2=5  110円(1) / 1=2  210円(3)  1=5  330円(7)  2=5  110円(1)
2220220130030007,maebashi,2022-01-30,7,×1 ▲4 ○5 ◎2 △6 注3,2-1  790円(3),"2-1-5  2,150円(6)",1=2=5  440円(2),5,小田倉 勇二  栃,木,37,91,A1,両,3.92,86.2,3,10.6,,３/４車輪,,1=2  210円(3)  1=5  330円(7)  2=5  110円(1) / 1=2  210円(3)  1=5  330円(7)  2=5  110円(1)
2220220130030007,maebashi,2022-01-30,7,×1 ▲4 ○5 ◎2 △6 注3,2-1  790円(3),"2-1-5  2,150円(6)",1=2=5  440円(2),6,井上 雄三  埼,玉,38,88,A2,両,3.92,85.29,4,10.2,,３/４車輪,,1=2  210円(3)  1=5  330円(7)  2=5  110円(1) / 1=2  210円(3)  1=5  330円(7)  2=5  110円(1)
2220220130030007,maebashi,2022-01-30,7,×1 ▲4 ○5 ◎2 △6 注3,2-1  790円(3),"2-1-5  2,150円(6)",1=2=5  440円(2),7,佐々木 健司  青,森,47,76,A2,追,3.92,84.41,7,10.2,,３/４車身,,1=2  210円(3)  1=5  330円(7)  2=5  110円(1) / 1=2  210円(3)  1=5  330円(7)  2=5  110円(1)
2220220130030008,maebashi,2022-01-30,8,×1 △2 ◎4 ○6 注3 ▲5,4-6  230円(1),"4-6-5  3,680円(13)","4=5=6  2,500円(8)",1,山本 淳,神奈川,46,94,A3,追,3.92,80.46,6,10.6,,４車身,,"4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15) / 4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15)"
2220220130030008,maebashi,2022-01-30,8,×1 △2 ◎4 ○6 注3 ▲5,4-6  230円(1),"4-6-5  3,680円(13)","4=5=6  2,500円(8)",2,青木 亮太  群,馬,38,89,A3,追,3.85,80.0,5,10.2,,１車輪,,"4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15) / 4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15)"
2220220130030008,maebashi,2022-01-30,8,×1 △2 ◎4 ○6 注3 ▲5,4-6  230円(1),"4-6-5  3,680円(13)","4=5=6  2,500円(8)",3,太田 貴之  宮,城,40,88,A3,追,3.92,78.76,7,11.4,,大差,,"4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15) / 4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15)"
2220220130030008,maebashi,2022-01-30,8,×1 △2 ◎4 ○6 注3 ▲5,4-6  230円(1),"4-6-5  3,680円(13)","4=5=6  2,500円(8)",4,上遠野 拓馬  宮,城,28,119,A3,逃,3.92,78.0,1,10.4,逃,,,"4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15) / 4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15)"
2220220130030008,maebashi,2022-01-30,8,×1 △2 ◎4 ○6 注3 ▲5,4-6  230円(1),"4-6-5  3,680円(13)","4=5=6  2,500円(8)",5,長田 彰人  宮,城,36,95,A3,追,3.85,70.64,3,10.3,,１車身,,"4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15) / 4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15)"
2220220130030008,maebashi,2022-01-30,8,×1 △2 ◎4 ○6 注3 ▲5,4-6  230円(1),"4-6-5  3,680円(13)","4=5=6  2,500円(8)",6,須永 勝太  福,島,31,98,A3,逃,3.85,70.59,2,10.3,ク,３/４車身,,"4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15) / 4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15)"
2220220130030008,maebashi,2022-01-30,8,×1 △2 ◎4 ○6 注3 ▲5,4-6  230円(1),"4-6-5  3,680円(13)","4=5=6  2,500円(8)",7,相澤 恵一  宮,城,34,95,A3,追,3.92,70.16,4,10.0,,３/４車身,,"4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15) / 4=5  430円(6)  4=6  160円(2)  5=6  1,820円(15)"
2220220130030009,maebashi,2022-01-30,9,◎4 注7 ▲3 △6 ○5 ×1,5-1  300円(1),"5-1-6  3,060円(9)","1=5=6  1,190円(4)",1,吉田 勇人  埼,玉,42,86,A1,追,3.92,100.8,2,9.9,ク,１/４車輪,,1=5  160円(1)  1=6  790円(12)  5=6  430円(7) / 1=5  160円(1)  1=6  790円(12)  5=6  430円(7)
2220220130030009,maebashi,2022-01-30,9,◎4 注7 ▲3 △6 ○5 ×1,5-1  300円(1),"5-1-6  3,060円(9)","1=5=6  1,190円(4)",2,原田 泰志  新,潟,35,91,A1,両,3.92,98.52,5,10.2,,２車身,,1=5  160円(1)  1=6  790円(12)  5=6  430円(7) / 1=5  160円(1)  1=6  790円(12)  5=6  430円(7)
2220220130030009,maebashi,2022-01-30,9,◎4 注7 ▲3 △6 ○5 ×1,5-1  300円(1),"5-1-6  3,060円(9)","1=5=6  1,190円(4)",3,山崎 将幸  宮,城,34,92,A1,追,3.92,97.37,4,9.9,,３/４車身,,1=5  160円(1)  1=6  790円(12)  5=6  430円(7) / 1=5  160円(1)  1=6  790円(12)  5=6  430円(7)
2220220130030009,maebashi,2022-01-30,9,◎4 注7 ▲3 △6 ○5 ×1,5-1  300円(1),"5-1-6  3,060円(9)","1=5=6  1,190円(4)",4,長田 龍拳  静,岡,21,117,A1,逃,3.93,96.18,7,10.0,,３/４車身,,1=5  160円(1)  1=6  790円(12)  5=6  430円(7) / 1=5  160円(1)  1=6  790円(12)  5=6  430円(7)
2220220130030009,maebashi,2022-01-30,9,◎4 注7 ▲3 △6 ○5 ×1,5-1  300円(1),"5-1-6  3,060円(9)","1=5=6  1,190円(4)",5,植原 琢也  埼,玉,27,113,A1,逃,3.92,95.33,1,10.0,差,,,1=5  160円(1)  1=6  790円(12)  5=6  430円(7) / 1=5  160円(1)  1=6  790円(12)  5=6  430円(7)
2220220130030009,maebashi,2022-01-30,9,◎4 注7 ▲3 △6 ○5 ×1,5-1  300円(1),"5-1-6  3,060円(9)","1=5=6  1,190円(4)",6,中村 隆生  栃,木,21,117,A2,逃,3.85,90.28,3,10.2,,１/２車身,,1=5  160円(1)  1=6  790円(12)  5=6  430円(7) / 1=5  160円(1)  1=6  790円(12)  5=6  430円(7)
2220220130030009,maebashi,2022-01-30,9,◎4 注7 ▲3 △6 ○5 ×1,5-1  300円(1),"5-1-6  3,060円(9)","1=5=6  1,190円(4)",7,丸山 勝也  静,岡,42,85,A2,追,3.86,74.83,6,10.0,,３/４車輪,,1=5  160円(1)  1=6  790円(12)  5=6  430円(7) / 1=5  160円(1)  1=6  790円(12)  5=6  430円(7)
2320220131020001,toride,2022-01-31,1,◎1 ○5 ×4 △2 ▲6 注3,"5-3  15,730円(33)","5-3-6  138,850円(202)","3=5=6  27,630円(35)",1,善利 裕生  滋,賀,44,82,A2,両,3.92,84.45,5,12.8,,１/２車輪,好位捲れず,"3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19) / 3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19)"
2320220131020001,toride,2022-01-31,1,◎1 ○5 ×4 △2 ▲6 注3,"5-3  15,730円(33)","5-3-6  138,850円(202)","3=5=6  27,630円(35)",2,阿部 博之  東,京,45,82,A2,追,3.92,81.04,7,12.5,,３/４車身,前任せ一緒,"3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19) / 3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19)"
2320220131020001,toride,2022-01-31,1,◎1 ○5 ×4 △2 ▲6 注3,"5-3  15,730円(33)","5-3-6  138,850円(202)","3=5=6  27,630円(35)",3,八嶋 稔真,北海道,25,113,A2,逃,3.92,81.66,2,12.9,逃,１/８車輪,先行粘って,"3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19) / 3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19)"
2320220131020001,toride,2022-01-31,1,◎1 ○5 ×4 △2 ▲6 注3,"5-3  15,730円(33)","5-3-6  138,850円(202)","3=5=6  27,630円(35)",4,古川 宗行  東,京,35,96,A1,両,3.92,85.71,4,12.4,,３/４車輪,後手踏んで,"3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19) / 3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19)"
2320220131020001,toride,2022-01-31,1,◎1 ○5 ×4 △2 ▲6 注3,"5-3  15,730円(33)","5-3-6  138,850円(202)","3=5=6  27,630円(35)",5,小西 芳樹  大,阪,51,66,A2,追,3.92,81.9,1,12.6,差,,前不発も伸,"3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19) / 3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19)"
2320220131020001,toride,2022-01-31,1,◎1 ○5 ×4 △2 ▲6 注3,"5-3  15,730円(33)","5-3-6  138,850円(202)","3=5=6  27,630円(35)",6,工藤 考生  埼,玉,40,90,A2,追,3.92,74.68,3,12.1,,１/２車身,直線中突込,"3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19) / 3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19)"
2320220131020001,toride,2022-01-31,1,◎1 ○5 ×4 △2 ▲6 注3,"5-3  15,730円(33)","5-3-6  138,850円(202)","3=5=6  27,630円(35)",7,白川 将太  青,森,34,93,A2,追,3.92,84.25,6,12.9,,１/２車身,仕事し掬れ,"3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19) / 3=5  1,570円(16)  3=6  2,460円(20)  5=6  1,900円(19)"
2320220131020002,toride,2022-01-31,2,注7 ×1 ○2 ◎5 ▲4 △3,"2-7  7,130円(25)","2-7-1  17,110円(69)","1=2=7  1,310円(6)",1,山内 大作  静,岡,46,75,A1,追,3.92,85.66,3,11.8,,１車身,佐々木続く,1=2  450円(7)  1=7  200円(1)  2=7  590円(10) / 1=2  450円(7)  1=7  200円(1)  2=7  590円(10)
2320220131020002,toride,2022-01-31,2,注7 ×1 ○2 ◎5 ▲4 △3,"2-7  7,130円(25)","2-7-1  17,110円(69)","1=2=7  1,310円(6)",2,土田 武志  茨,城,22,115,A2,逃,3.92,83.37,1,11.9,逃,,内抜け先行,1=2  450円(7)  1=7  200円(1)  2=7  590円(10) / 1=2  450円(7)  1=7  200円(1)  2=7  590円(10)
2320220131020002,toride,2022-01-31,2,注7 ×1 ○2 ◎5 ▲4 △3,"2-7  7,130円(25)","2-7-1  17,110円(69)","1=2=7  1,310円(6)",3,森田 達也  福,島,38,88,A2,両,3.85,83.66,4,11.9,,３車身,叩かれ失速,1=2  450円(7)  1=7  200円(1)  2=7  590円(10) / 1=2  450円(7)  1=7  200円(1)  2=7  590円(10)
2320220131020002,toride,2022-01-31,2,注7 ×1 ○2 ◎5 ▲4 △3,"2-7  7,130円(25)","2-7-1  17,110円(69)","1=2=7  1,310円(6)",4,深見 仁哉  愛,知,39,91,A2,両,3.92,79.58,6,11.8,,２車身,単騎で苦戦,1=2  450円(7)  1=7  200円(1)  2=7  590円(10) / 1=2  450円(7)  1=7  200円(1)  2=7  590円(10)
2320220131020002,toride,2022-01-31,2,注7 ×1 ○2 ◎5 ▲4 △3,"2-7  7,130円(25)","2-7-1  17,110円(69)","1=2=7  1,310円(6)",5,吉松 賢二  群,馬,36,90,A2,追,3.86,83.94,7,12.1,,１車身１/２,切替え失敗,1=2  450円(7)  1=7  200円(1)  2=7  590円(10) / 1=2  450円(7)  1=7  200円(1)  2=7  590円(10)
2320220131020002,toride,2022-01-31,2,注7 ×1 ○2 ◎5 ▲4 △3,"2-7  7,130円(25)","2-7-1  17,110円(69)","1=2=7  1,310円(6)",6,杉浦 康一,北海道,56,58,A2,追,3.92,76.31,5,11.9,,１車輪,目標動けず,1=2  450円(7)  1=7  200円(1)  2=7  590円(10) / 1=2  450円(7)  1=7  200円(1)  2=7  590円(10)
