race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,san_ren_fuku,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,rank,agari,finish_type,margin,win_lose
1320220901010001,iwakitaira,2022-09-01,1,△2 注4 ×3 ▲5 ○7 ◎1,7-1  450円(2),"7-1-3  1,150円(3)",1=3=7  270円(1),1,高橋 紀史  佐,賀,35,91,A1,追,3.92,87.61,2,12.1,ク,１/２車身,絶好差せず
1320220901010001,iwakitaira,2022-09-01,1,△2 注4 ×3 ▲5 ○7 ◎1,7-1  450円(2),"7-1-3  1,150円(3)",1=3=7  270円(1),2,伊藤 太一  山,梨,39,91,A1,追,3.93,83.81,5,11.7,nan,１/２車身,後方動けず
1320220901010001,iwakitaira,2022-09-01,1,△2 注4 ×3 ▲5 ○7 ◎1,7-1  450円(2),"7-1-3  1,150円(3)",1=3=7  270円(1),3,葛西 雄太郎  愛,媛,43,85,A1,両,3.92,87.83,3,11.9,nan,１/２車身,叩れ３番手
1320220901010001,iwakitaira,2022-09-01,1,△2 注4 ×3 ▲5 ○7 ◎1,7-1  450円(2),"7-1-3  1,150円(3)",1=3=7  270円(1),4,西巻 秀太  新,潟,38,97,A2,追,3.92,82.83,6,11.7,nan,１車身１/２,目標が後手
1320220901010001,iwakitaira,2022-09-01,1,△2 注4 ×3 ▲5 ○7 ◎1,7-1  450円(2),"7-1-3  1,150円(3)",1=3=7  270円(1),5,光畑 政志  岡,山,42,84,A2,追,3.92,82.55,4,11.8,nan,１/２車輪,目標叩かれ
1320220901010001,iwakitaira,2022-09-01,1,△2 注4 ×3 ▲5 ○7 ◎1,7-1  450円(2),"7-1-3  1,150円(3)",1=3=7  270円(1),6,南 和夫  福,岡,46,82,A2,追,3.92,77.16,7,13.2,nan,大差,離れ最後方
1320220901010001,iwakitaira,2022-09-01,1,△2 注4 ×3 ▲5 ○7 ◎1,7-1  450円(2),"7-1-3  1,150円(3)",1=3=7  270円(1),7,高橋 綜一郎  大,分,26,119,A2,逃,3.92,80.95,1,12.1,逃,nan,鐘４カマシ
1320220901010002,iwakitaira,2022-09-01,2,◎2 ○4 ×1 ▲7 注5 △3,"1-4  1,580円(6)","1-4-7  3,160円(10)","1=4=7  1,360円(3)",1,栗田 雄矢  静,岡,36,96,A1,追,3.92,86.04,1,12.4,差,nan,３番手鋭く
1320220901010002,iwakitaira,2022-09-01,2,◎2 ○4 ×1 ▲7 注5 △3,"1-4  1,580円(6)","1-4-7  3,160円(10)","1=4=7  1,360円(3)",2,佐々木 孝司  青,森,43,84,A2,逃,3.92,85.88,4,12.8,nan,１車輪,突張末欠き
1320220901010002,iwakitaira,2022-09-01,2,◎2 ○4 ×1 ▲7 注5 △3,"1-4  1,580円(6)","1-4-7  3,160円(10)","1=4=7  1,360円(3)",3,清水 邦章  香,川,51,68,A1,追,3.92,83.87,6,12.8,nan,５車身,目標叩けず
