race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,san_ren_fuku,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,rank,agari,finish_type,margin,win_lose,wide
2220220101010007,maebashi,2022-01-01,7,◎2 ○7 ▲4 △5 ×1 注3,"2-5  2,630円(9)","2-5-1  9,480円(28)","1=2=5  1,050円(5)",2,齊藤 健人  静,岡,35,92,A1,両,3.92,85.91,1,10.4,逃,,後位もつれ,1=2  290円(4)  1=5  160円(1)  2=5  500円(9) / 1=2  290円(4)  1=5  160円(1)  2=5  500円(9)
2220220101010007,maebashi,2022-01-01,7,◎2 ○7 ▲4 △5 ×1 注3,"2-5  2,630円(9)","2-5-1  9,480円(28)","1=2=5  1,050円(5)",3,佐藤 政利  新,潟,39,91,A1,追,3.92,86.33,5,10.1,,１/４車輪,飛付ライン,1=2  290円(4)  1=5  160円(1)  2=5  500円(9) / 1=2  290円(4)  1=5  160円(1)  2=5  500円(9)
2220220101010007,maebashi,2022-01-01,7,◎2 ○7 ▲4 △5 ×1 注3,"2-5  2,630円(9)","2-5-1  9,480円(28)","1=2=5  1,050円(5)",4,植草 亮介  千,葉,37,90,A2,追,3.92,84.54,7,10.6,,８車身,併走こぼれ,1=2  290円(4)  1=5  160円(1)  2=5  500円(9) / 1=2  290円(4)  1=5  160円(1)  2=5  500円(9)
2220220101010007,maebashi,2022-01-01,7,◎2 ○7 ▲4 △5 ×1 注3,"2-5  2,630円(9)","2-5-1  9,480円(28)","1=2=5  1,050円(5)",5,阿久津 浩之  東,京,38,94,A2,逃,3.92,83.35,2,10.4,ク,３/４車身,飛付き流込,1=2  290円(4)  1=5  160円(1)  2=5  500円(9) / 1=2  290円(4)  1=5  160円(1)  2=5  500円(9)
2220220101010007,maebashi,2022-01-01,7,◎2 ○7 ▲4 △5 ×1 注3,"2-5  2,630円(9)","2-5-1  9,480円(28)","1=2=5  1,050円(5)",6,西巻 秀太  新,潟,37,97,A2,両,3.92,81.47,6,10.1,,１/２車身,単純前追い,1=2  290円(4)  1=5  160円(1)  2=5  500円(9) / 1=2  290円(4)  1=5  160円(1)  2=5  500円(9)
2220220101010007,maebashi,2022-01-01,7,◎2 ○7 ▲4 △5 ×1 注3,"2-5  2,630円(9)","2-5-1  9,480円(28)","1=2=5  1,050円(5)",7,櫻川 雅彦  千,葉,37,99,A2,逃,3.92,83.11,4,10.3,,３/４車身,最後競負け,1=2  290円(4)  1=5  160円(1)  2=5  500円(9) / 1=2  290円(4)  1=5  160円(1)  2=5  500円(9)
2220220101010008,maebashi,2022-01-01,8,◎2 ○4 注6 ×5 △3 ▲7,2-4  220円(1),"2-4-5  1,600円(5)",2=4=5  520円(2),1,荒木 伸哉  静,岡,42,87,A1,追,3.92,83.15,4,10.1,,１車身１/２,前捨Ｂ捲る,2=4  100円(1)  2=5  250円(4)  4=5  510円(9) / 2=4  100円(1)  2=5  250円(4)  4=5  510円(9)
2220220101010008,maebashi,2022-01-01,8,◎2 ○4 注6 ×5 △3 ▲7,2-4  220円(1),"2-4-5  1,600円(5)",2=4=5  520円(2),2,森田 康嗣,北海道,40,89,A1,両,3.92,89.28,1,10.5,逃,,ＨＳカマシ,2=4  100円(1)  2=5  250円(4)  4=5  510円(9) / 2=4  100円(1)  2=5  250円(4)  4=5  510円(9)
2220220101010008,maebashi,2022-01-01,8,◎2 ○4 注6 ×5 △3 ▲7,2-4  220円(1),"2-4-5  1,600円(5)",2=4=5  520円(2),3,浦川 尊明  茨,城,45,80,A1,追,3.92,85.77,5,10.2,,３/４車輪,割込れ一杯,2=4  100円(1)  2=5  250円(4)  4=5  510円(9) / 2=4  100円(1)  2=5  250円(4)  4=5  510円(9)
2220220101010008,maebashi,2022-01-01,8,◎2 ○4 注6 ×5 △3 ▲7,2-4  220円(1),"2-4-5  1,600円(5)",2=4=5  520円(2),4,山本 恵介  福,島,41,100,A1,追,3.92,88.66,2,10.1,差,１/２車輪,離れ立直す,2=4  100円(1)  2=5  250円(4)  4=5  510円(9) / 2=4  100円(1)  2=5  250円(4)  4=5  510円(9)
2220220101010008,maebashi,2022-01-01,8,◎2 ○4 注6 ×5 △3 ▲7,2-4  220円(1),"2-4-5  1,600円(5)",2=4=5  520円(2),5,戸塚 涼介  埼,玉,27,111,A2,逃,3.92,81.52,3,10.2,,１/２車輪,番手入るも,2=4  100円(1)  2=5  250円(4)  4=5  510円(9) / 2=4  100円(1)  2=5  250円(4)  4=5  510円(9)
2220220101010008,maebashi,2022-01-01,8,◎2 ○4 注6 ×5 △3 ▲7,2-4  220円(1),"2-4-5  1,600円(5)",2=4=5  520円(2),6,阿部 宏之  宮,城,45,82,A2,追,3.92,78.75,6,10.0,,３/４車身,前を追えず,2=4  100円(1)  2=5  250円(4)  4=5  510円(9) / 2=4  100円(1)  2=5  250円(4)  4=5  510円(9)
2220220101010008,maebashi,2022-01-01,8,◎2 ○4 注6 ×5 △3 ▲7,2-4  220円(1),"2-4-5  1,600円(5)",2=4=5  520円(2),7,伊藤 翼,神奈川,36,94,A2,両,3.92,82.2,7,13.3,,大差,失敗捨られ,2=4  100円(1)  2=5  250円(4)  4=5  510円(9) / 2=4  100円(1)  2=5  250円(4)  4=5  510円(9)
2220220101010009,maebashi,2022-01-01,9,◎7 ○1 注3 △5 ×4 ▲2,"7-4  3,220円(11)","7-4-1  10,780円(35)","1=4=7  1,570円(5)",1,長岡 豪  群,馬,38,91,A2,追,3.92,82.38,3,10.2,,１/８車輪,弾かれ立直,"1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9) / 1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9)"
2220220101010009,maebashi,2022-01-01,9,◎7 ○1 注3 △5 ×4 ▲2,"7-4  3,220円(11)","7-4-1  10,780円(35)","1=4=7  1,570円(5)",2,関根 彰人  福,島,33,94,A2,追,3.92,87.47,4,10.4,,１/４車輪,外張り一杯,"1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9) / 1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9)"
2220220101010009,maebashi,2022-01-01,9,◎7 ○1 注3 △5 ×4 ▲2,"7-4  3,220円(11)","7-4-1  10,780円(35)","1=4=7  1,570円(5)",3,黒崎 直行  栃,木,55,57,A2,追,3.92,85.23,7,10.3,,１/４車輪,本線も苦戦,"1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9) / 1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9)"
2220220101010009,maebashi,2022-01-01,9,◎7 ○1 注3 △5 ×4 ▲2,"7-4  3,220円(11)","7-4-1  10,780円(35)","1=4=7  1,570円(5)",4,高橋 大輝  秋,田,28,111,A2,逃,3.85,82.04,2,10.4,逃,３車身,番手が仕事,"1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9) / 1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9)"
2220220101010009,maebashi,2022-01-01,9,◎7 ○1 注3 △5 ×4 ▲2,"7-4  3,220円(11)","7-4-1  10,780円(35)","1=4=7  1,570円(5)",5,橋本 紀彰  茨,城,41,90,A2,追,3.92,84.72,5,10.2,,１車輪,単騎先手乗,"1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9) / 1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9)"
2220220101010009,maebashi,2022-01-01,9,◎7 ○1 注3 △5 ×4 ▲2,"7-4  3,220円(11)","7-4-1  10,780円(35)","1=4=7  1,570円(5)",6,大内 達也  宮,城,49,72,A2,追,3.92,73.59,6,10.4,,３/４車身,ライン続く,"1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9) / 1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9)"
2220220101010009,maebashi,2022-01-01,9,◎7 ○1 注3 △5 ×4 ▲2,"7-4  3,220円(11)","7-4-1  10,780円(35)","1=4=7  1,570円(5)",7,中川 拓也  群,馬,35,94,A1,逃,3.92,85.38,1,10.0,捲,,強引に捲る,"1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9) / 1=4  1,010円(12)  1=7  160円(1)  4=7  600円(9)"
2220220101010010,maebashi,2022-01-01,10,×1 ▲5 注4 ○2 ◎7 △3,"3-4  2,390円(8)","3-4-6  20,680円(62)","3=4=6  5,910円(21)",1,石田 宏樹  青,森,40,91,A1,両,3.92,85.45,6,10.4,,３車身,仕掛け逸し,"3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21) / 3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21)"
2220220101010010,maebashi,2022-01-01,10,×1 ▲5 注4 ○2 ◎7 △3,"3-4  2,390円(8)","3-4-6  20,680円(62)","3=4=6  5,910円(21)",2,篠崎 高志  栃,木,49,72,A2,追,3.92,84.0,5,10.1,,３/４車輪,簡単前捨て,"3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21) / 3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21)"
2220220101010010,maebashi,2022-01-01,10,×1 ▲5 注4 ○2 ◎7 △3,"3-4  2,390円(8)","3-4-6  20,680円(62)","3=4=6  5,910円(21)",3,伊藤 彰規,神奈川,31,96,A1,両,3.92,88.91,1,10.3,差,,番手有利に,"3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21) / 3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21)"
2220220101010010,maebashi,2022-01-01,10,×1 ▲5 注4 ○2 ◎7 △3,"3-4  2,390円(8)","3-4-6  20,680円(62)","3=4=6  5,910円(21)",4,藤野 竜也  栃,木,21,117,A2,逃,3.92,82.04,2,10.1,捲,１/２車身,捨られＢ捲,"3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21) / 3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21)"
2220220101010010,maebashi,2022-01-01,10,×1 ▲5 注4 ○2 ◎7 △3,"3-4  2,390円(8)","3-4-6  20,680円(62)","3=4=6  5,910円(21)",5,白石 大輔  福,島,38,88,A2,追,3.92,80.9,7,10.6,,２車身,石田と共倒,"3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21) / 3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21)"
2220220101010010,maebashi,2022-01-01,10,×1 ▲5 注4 ○2 ◎7 △3,"3-4  2,390円(8)","3-4-6  20,680円(62)","3=4=6  5,910円(21)",6,奥山 雅士  静,岡,51,65,A2,追,3.92,73.47,3,10.3,,１車輪,１着マーク,"3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21) / 3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21)"
2220220101010010,maebashi,2022-01-01,10,×1 ▲5 注4 ○2 ◎7 △3,"3-4  2,390円(8)","3-4-6  20,680円(62)","3=4=6  5,910円(21)",7,田中 勝仁  千,葉,36,93,A2,両,3.93,86.42,4,10.6,,１/２車輪,直線で失速,"3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21) / 3=4  670円(7)  3=6  290円(2)  4=6  3,150円(21)"
2220220101010011,maebashi,2022-01-01,11,◎1 ○7 △4 注2 ×5 ▲3,"7-4  2,550円(7)","7-4-1  3,080円(7)",1=4=7  260円(1),1,楠野 史尭  埼,玉,33,105,A1,逃,3.92,88.29,3,10.7,,３/４車身,ライン独占,1=4  260円(5)  1=7  120円(1)  4=7  200円(3) / 1=4  260円(5)  1=7  120円(1)  4=7  200円(3)
